"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Igaci AL","Bonito PA","Dário Meira BA","Caracol PI","Novo Airão AM","Iati PE","Nova Esperança do Piriá PA","Placas PA","Cacimba de Dentro PB","Novo Oriente do Piauí PI","Codajás AM",1301308,1683,174,1945,718,118,1536,227,244,1286,806
"Araruna PB","Carauari AM","Bom Jesus da Serra BA","Atalaia AL","Inhambupe BA","Aroeiras PB","Belo Campo BA","Miguel Alves PI","Aurelino Leal BA","Cristinápolis SE","Eirunepé AM",1301407,1255,91,1875,1653,1991,1259,1870,793,1856,1767
"Taperoá BA","Poço Verde SE","Major Isidoro AL","Inhapi AL","Lagoa do Ouro PE","Ibirapitanga BA","Olho D'Água das Flores AL","Frei Miguelinho PE","Riachão MA","Paquetá PI","Envira AM",1301506,2212,1805,1697,1685,1563,1980,1710,1529,606,815
"Pedra PE","Água Doce do Maranhão MA","Taperoá PB","Passagem Franca MA","Governador Newton Bello MA","Itaguaçu da Bahia BA","Estrela de Alagoas AL","Centro Novo do Maranhão MA","Pio Xii MA","Lagoa Alegre PI","Fonte Boa AM",1301605,1587,452,1455,583,530,2009,1677,505,594,779
"Dois Riachos AL","Queimada Nova PI","Joaquim Gomes AL","Rio Preto da Eva AM","Monte Formoso MG","Nova Esperança do Piriá PA","Ribeira do Piauí PI","Caapiranga AM","Novo Airão AM","Caracol PI","Guajará AM",1301654,1676,834,1691,123,2741,227,838,89,118,718
"Caravelas BA","Mundo Novo BA","Sericita MG","Campo do Brito SE","Uruará PA","Capixaba AC","Coari AM","Nova Nazaré MT","Tacuru MS","Cerro Azul PR","Humaitá AM",1301704,1913,2093,3023,1760,290,57,94,5250,5173,3984
"Prainha PA","Riachão do Dantas SE","Afuá PA","Macajuba BA","Pombos PE","São João da Ponte MG","Caraí MG","Joaíma MG","Gurupá PA","Aurora do Pará PA","Ipixuna AM",1301803,248,1808,155,2062,1592,2971,2385,2652,203,164
"Canavieiras BA","Água Azul do Norte PA","Japorã MS","Tomé-Açu PA","Alagoa Grande PB","Anapu PA","Nova Canaã BA","Fervedouro MG","São Geraldo do Araguaia PA","Fruta de Leite MG","Iranduba AM",1301852,1903,156,5142,284,1244,162,2101,2532,272,2547
"Brumado BA","Santo Estêvão BA","Abaetetuba PA","Irará BA","São Sebastião do Passé BA","São Domingos GO","São Francisco MG","Alto Rio Doce MG","São João do Paraíso MG","Maués AM","Itacoatiara AM",1301902,1883,2177,152,1999,2189,5532,2956,2266,2978,115
"Chaves PA","Anapu PA","São Geraldo do Araguaia PA","Moita Bonita SE","Rio Vermelho MG","Santa Maria das Barreiras PA","Vitória do Xingu PA","Iguaí BA","Guaraqueçaba PR","Jequeri MG","Itamarati AM",1301951,188,162,272,1790,2894,261,293,1989,4047,2647
"Rafael Godeiro RN","Engenheiro Navarro MG","Aparecida do Rio Negro TO","Axixá MA","Campos Verdes GO","Jati CE","Gameleiras MG","Satuba AL","Boa Vista PB","Nova Rosalândia TO","Itapiranga AM",1302009,1190,2509,318,468,5374,987,2551,1744,1272,394
"Itaipé MG","Maetinga BA","Lizarda TO","Ribeirão do Largo BA","Prado BA","Gilbués PI","Nova Ipixuna PA","Tremedal BA","Wenceslau Guimarães BA","Pacajá PA","Japurá AM",1302108,2610,2067,380,2154,2139,756,228,2219,2242,237
"Branquinha AL","Presidente Tancredo Neves BA","Coronel João Sá BA","Lagoa dos Gatos PE","Teofilândia BA","São José do Jacuípe BA","Jataúba PE","São Desidério BA","Areia PB","Paulista PB","Juruá AM",1302207,1660,2142,1937,1564,2216,2187,1554,2178,1256,1378
"Anagé BA","Porto de Pedras AL","Várzea da Roça BA","Garrafão do Norte PA","Sairé PE","Ipixuna do Pará PA","Ibiquera BA","Ponta de Pedras PA","Ubatã BA","Beneditinos PI","Jutaí AM",1302306,1840,1729,2233,201,1600,207,1979,245,2224,692
"Pilão Arcado BA","Bonito PE","Araci BA","Inhapi AL","Beruri AM","Itupiranga PA","Paquetá PI","Major Isidoro AL","São Joaquim do Monte PE","Envira AM","Lábrea AM",1302405,2125,1489,1852,1685,85,210,815,1697,1616,97
"Breves PA","Araripina PE","São Bento do Una PE","Palmeira dos Índios AL","Portel PA","Iranduba AM","Tomé-Açu PA","Breu Branco PA","Rondon do Pará PA","Tailândia PA","Manacapuru AM",1302504,179,1477,1613,1716,246,102,284,178,253,281
"Casinhas PE","São José dos Basílios MA","Morros MA","Tufilândia MA","Marapanim PA","Cotegipe BA","Bento Fernandes RN","Montes Altos MA","Sucupira do Norte MA","Sanharó PE","Manaquiri AM",1302553,1510,634,572,655,219,1939,1091,571,649,1604
"Salvador BA","Fortaleza CE","Belford Roxo RJ","Belém PA","Rio de Janeiro RJ","Belo Horizonte MG","Brasília DF","Nova Iguaçu RJ","Duque de Caxias RJ","São Paulo SP","Manaus AM",1302603,2162,949,3183,170,3242,2309,5565,3224,3199,3829
"Monte Santo BA","Arame MA","São Miguel do Guamá PA","São Caitano PE","Tapauá AM","Tarauacá AC","Casa Nova BA","Coronel João Sá BA","Presidente Tancredo Neves BA","Jaguaquara BA","Manicoré AM",1302702,2086,466,276,1614,131,72,1916,1937,2142,2035
"Borba AM","Piranhas AL","Sebastião Barros PI","João Dias RN","Taipu RN","Joaquim Pires PI","Panelas PE","Cajazeirinhas PB","Quebrangulo AL","Traipu AL","Maraã AM",1302801,88,1726,873,1139,1227,772,1581,1290,1731,1749
"Aliança PE","Autazes AM","Cândido Sales BA","Queimadas PB","Padre Paraíso MG","Cocos BA","Verdelândia MG","Santa Teresinha BA","Itinga MG","Alagoinha PE","Maués AM",1302900,1472,81,1907,1396,2785,1926,3082,2174,2628,1471
"Madeiro PI","Mata Roma MA","São Felipe BA","Curuá PA","Caridade CE","Alto Alegre do Pindaré MA","Ubaí MG","Santa Cruz da Baixa Verde PE","Botumirim MG","Júlio Borges PI","Nhamundá AM",1303007,787,562,2182,195,926,457,3064,1606,2334,776
"Aurora do Pará PA","Tracuateua PA","Itaporanga D'Ajuda SE","Cachoeira do Arari PA","São Domingos do Capim PA","Cruz do Espírito Santo PB","Uiramutã RR","Itiúba BA","Ipixuna AM","Prainha PA","Nova Olinda do Norte AM",1303106,164,285,1781,182,269,1307,151,2027,101,248
"Caracol PI","Bonito PA","Monte Formoso MG","Dário Meira BA","Dois Riachos AL","Nova Esperança do Piriá PA","Igaci AL","Quebrangulo AL","Codajás AM","Ribeira do Piauí PI","Novo Airão AM",1303205,718,174,2741,1945,1676,227,1683,1731,95,838
"São Francisco de Assis do Piauí PI","Tupanatinga PE","Irituia PA","Lamarão BA","Pedras de Fogo PB","Pau D'Arco do Piauí PI","Pariconha AL","Maragogi AL","Conceição do Lago-Açu MA","Santa Isabel do Rio Negro AM","Novo Aripuanã AM",1303304,852,1641,208,2055,1381,820,1718,1698,511,124
"Santa Isabel do Pará PA","São Cristóvão SE","Maranguape CE","Capanema PA","Benevides PA","Limoeiro PE","Horizonte CE","Cascavel CE","Porteirinha MG","Pacajus CE","Parintins AM",1303403,259,1817,995,185,172,1567,961,931,2854,1017
"Novo Oriente de Minas MG","Eldorado dos Carajás PA","Caatiba BA","Riacho das Almas PE","São Joaquim do Monte PE","Barcelos AM","Prado BA","Trindade PE","Nova Ipixuna PA","Wenceslau Guimarães BA","Pauini AM",1303502,2770,198,1886,1597,1616,82,2139,1639,228,2242
"Porto Estrela MT","Franciscópolis MG","Rio Espera MG","Santa Fé de Minas MG","Pilõezinhos PB","Conceição do Almeida BA","Rubelita MG","Goianorte TO","Sítio D'Abadia GO","Alagoinha PE","Presidente Figueiredo AM",1303536,5275,2541,2886,2915,1386,1928,2900,365,5546,1471
"Palmas de Monte Alto BA","Fernando Falcão MA","Guajará AM","Guajeru BA","Queimada Nova PI","Rafael Jambeiro BA","Ielmo Marinho RN","Tavares PB","Minador do Negrão AL","Dois Riachos AL","Rio Preto da Eva AM",1303569,2114,520,99,1968,834,2146,1125,1456,1706,1676
"Irituia PA","Lamarão BA","Fernando Falcão MA","São Francisco de Assis do Piauí PI","Nilo Peçanha BA","Tupanatinga PE","Novo Aripuanã AM","Andaraí BA","Rio Preto da Eva AM","Guajeru BA","Santa Isabel do Rio Negro AM",1303601,208,2055,520,852,2099,1641,119,1841,123,1968
"Campo Alegre de Lourdes BA","Ipecaetá BA","Careiro AM","Turilândia MA","Campo Largo do Piauí PI","União PI","Curaçá BA","Jequiá da Praia AL","Careiro da Várzea AM","Matias Olímpio PI","Santo Antônio do Içá AM",1303700,1899,1992,92,658,712,883,1944,1690,93,792
"Barcelos AM","Capitão Poço PA","Ipirá BA","Trindade PE","Eldorado dos Carajás PA","Riacho das Almas PE","Prado BA","Pauini AM","Gilbués PI","Novo Repartimento PA","São Gabriel da Cachoeira AM",1303809,82,186,1994,1639,198,1597,2139,121,756,231
"Marajá do Sena MA","Altinho PE","Tonantins AM","Correntina BA","Careiro AM","Murici dos Portelas PI","São Miguel do Tapuio PI","Queimadas PB","Jenipapo dos Vieiras MA","Campo Alegre de Lourdes BA","São Paulo de Olivença AM",1303908,560,1473,133,1938,92,801,870,1396,544,1899
"Jucurutu RN","Poço Dantas PB","São João da Canabrava PI","Benedito Leite MA","Santa Cecília PB","Vera Mendes PI","Boqueirão PB","Maribondo AL","Mãe D'Água PB","Caridade do Piauí PI","São Sebastião do Uatumã AM",1303957,1141,1390,856,479,1408,888,1276,1701,1350,720
"Lontra MG","Nazaré TO","Bandeirantes do Tocantins TO","Babaçulândia TO","Coxixola PB","Boa Vista PB","Capela Nova MG","Rodelas BA","Nova Campina SP","Santo Antônio dos Milagres PI","Silves AM",1304005,2687,392,331,330,1306,1272,2376,2159,3635,848
"São Miguel do Guamá PA","Campo Formoso BA","Manicoré AM","Monte Santo BA","Tutóia MA","Mata Grande AL","Coelho Neto MA","São Miguel dos Campos AL","Dom Eliseu PA","São Sebastião AL","Tabatinga AM",1304062,276,1900,113,2086,659,1703,509,1741,197,1743
"Amaraji PE","Arame MA","Lagoa dos Gatos PE","Aquidabã SE","Alagoinha do Piauí PI","São José do Jacuípe BA","Coronel João Sá BA","Canindé de São Francisco SE","Canhotinho PE","Barra de Santo Antônio AL","Tapauá AM",1304104,1474,466,1564,1753,670,2187,1937,1762,1504,1654
"São Félix do Xingu PA","Caetité BA","Almenara MG","Uruará PA","Humaitá AM","Itabaiana SE","Tomé-Açu PA","Campinápolis MT","Medicilândia PA","Jacareacanga PA","Tefé AM",1304203,270,1892,2261,290,100,1778,284,5198,221,211
"Jenipapo dos Vieiras MA","Murici dos Portelas PI","Turilândia MA","Campo Alegre de Lourdes BA","Candeal BA","São Félix de Balsas MA","Careiro AM","Ipecaetá BA","Matias Olímpio PI","Augusto Corrêa PA","Tonantins AM",1304237,544,801,658,1899,1904,625,92,1992,792,163
"Quatipuru PA","Saloá PE","Solânea PB","Luís Correia PI","Apuarema BA","Congonhas do Norte MG","Ituberá BA","Santa Maria do Pará PA","Brasileira PI","Caxingó PI","Uarini AM",1304260,250,1603,1449,785,1849,2443,2030,262,701,722
"Baixio CE","Mirinzal MA","Campo Redondo RN","Solonópole CE","São Gonçalo do Piauí PI","Várzea Alegre CE","Apuiarés CE","Felipe Guerra RN","Trairi CE","Senador Sá CE","Urucará AM",1304302,911,569,1098,1058,855,1073,901,1115,1065,1056
"Muquém de São Francisco BA","Cristalândia do Piauí PI","Pedrão BA","Indiaroba SE","Riacho de Santana RN","Chorrochó BA","Boquira BA","Santa Quitéria do Maranhão MA","São Pedro do Piauí PI","Januário Cicco RN","Urucurituba AM",1304401,2095,732,2122,1777,1192,1922,1878,615,871,1133
"Conceição do Almeida BA","Rubelita MG","São João do Paraíso MG","Cocos BA","Santa Teresinha BA","Rio do Prado MG","Dois Irmãos do Tocantins TO","Pilõezinhos PB","Porto Estrela MT","Alagoinha PE","Amajari RR",1400027,1928,2900,2978,1926,2174,2885,357,1386,5275,1471
"Olindina BA","Iracema RR","Paranhos MS","Serra Azul de Minas MG","Feira Nova PE","Acrelândia AC","Rubelita MG","Dois Irmãos do Tocantins TO","Conceição do Almeida BA","Diogo de Vasconcelos MG","Alto Alegre RR",1400050,2110,144,5158,3025,1524,53,2900,357,1928,2484
"Parauapebas PA","Itabuna BA","Barra Mansa RJ","Mossoró RN","Volta Redonda RJ","Franca SP","São José do Rio Preto SP","Ponta Grossa PR","Balsas MA","Praia Grande SP","Boa Vista RR",1400100,240,2003,3182,1162,3266,3452,3823,4186,473,3726
"Cairu BA","Fronteira dos Vales MG","Amaralina GO","Montividiu do Norte GO","Chapada da Natividade TO","São João do Paraíso MG","Pavão MG","Irará BA","Rio do Prado MG","Dois Irmãos do Tocantins TO","Bonfim RR",1400159,1894,2546,5331,5467,347,2978,2809,1999,2885,357
"Varzelândia MG","Carolina MA","Coribe BA","Minas Novas MG","Novorizonte MG","Indaiabira MG","Pequizeiro TO","Ponto Chique MG","Itaguatins TO","Luislândia MG","Cantá RR",1400175,3080,499,1936,2726,2771,2592,406,2852,371,2689
"Nova Palmeira PB","Conceição do Canindé PI","Graça Aranha MA","Senador Georgino Avelino RN","Quixabeira BA","Rio de Contas BA","Érico Cardoso BA","Lagoa PB","Ibipitanga BA","Governador Dix-Sept Rosado RN","Caracaraí RR",1400209,1371,729,532,1218,2145,2155,1832,1343,1978,1122
"Senador Modestino Gonçalves MG","Coronel Murta MG","Mamonas MG","Urucuia MG","Santa Bárbara do Pará PA","Santo Inácio do Piauí PI","Luís Gomes RN","Hugo Napoleão PI","Encanto RN","Veredinha MG","Caroebe RR",1400233,3019,2457,2696,3073,257,849,1151,759,1111,3083
"Paranhos MS","Acrelândia AC","Serra Azul de Minas MG","Feira Nova PE","Alto Alegre RR","Olindina BA","Diogo de Vasconcelos MG","Águas Vermelhas MG","Jacinto MG","Rubelita MG","Iracema RR",1400282,5158,53,3025,1524,138,2110,2484,2253,2635,2900
"São Miguel das Missões RS","Sengés PR","União de Minas MG","Corguinho MS","Caturaí GO","Anaurilândia MS","Anitápolis SC","Pimenteiras do Oeste RO","Teixeira Soares PR","Laguna Carapã MS","Mucajaí RR",1400308,5007,4273,3070,5123,5378,5104,4324,43,4283,5148
"Magalhães Barata PA","Icaraí de Minas MG","Espinosa MG","Rorainópolis RR","Brás Pires MG","Cristália MG","Ibiaí MG","Luislândia MG","Carolina MA","Itaguatins TO","Normandia RR",1400407,216,2584,2515,148,2337,2467,2578,2689,499,371
"Florânia RN","Messias Targino RN","Palmeiras BA","José Gonçalves de Minas MG","General Maynard SE","Lagoa dos Patos MG","Porto Grande AP","Lucrécia RN","Machacalis MG","Lajes RN","Pacaraima RR",1400456,1117,1158,2115,2658,1774,2670,306,1150,2692,1148
"Cristália MG","Pão de Açúcar AL","Rio Pardo de Minas MG","Ibiaí MG","Luislândia MG","Itaguatins TO","Normandia RR","Ipueiras TO","Santo Antônio do Retiro MG","Carolina MA","Rorainópolis RR",1400472,2467,1717,2890,2578,2689,371,146,369,2947,499
"São João do Jaguaribe CE","Campestre do Maranhão MA","São João do Sabugi RN","Barra do Chapéu SP","Forquilha CE","Penaforte CE","Bom Sucesso de Itararé SP","Itaiçaba CE","São Pedro dos Ferros MG","Ubajara CE","São João da Baliza RR",1400506,1053,495,1206,3327,948,1028,3347,975,2994,1067
"Porto Alegre do Tocantins TO","Cachoeirinha TO","Pacoti CE","Porteiras CE","Ipiranga do Piauí PI","Bacabeira MA","João Lisboa MA","Guimarães MA","Retirolândia BA","Farias Brito CE","São Luiz RR",1400605,413,339,1019,1035,762,470,545,534,2148,947
"Pedro Alexandre BA","Gararu SE","Cachoeira do Arari PA","Tracuateua PA","Caraúbas do Piauí PI","Condeúba BA","Aurora do Pará PA","Bonito de Minas MG","Alvarães AM","Cruz do Espírito Santo PB","Uiramutã RR",1400704,2123,1773,182,285,719,1932,164,2331,75,1307
"São Francisco MG","Aquiraz CE","Macaúbas BA","Moreno PE","Quixeramobim CE","Maragogipe BA","São Lourenço da Mata PE","Rio Largo AL","Alto Alegre do Pindaré MA","Granja CE","Abaetetuba PA",1500107,2956,902,2064,1573,1041,2075,1620,1732,457,954
"Santana da Boa Vista RS","Itapiratins TO","Senhora do Porto MG","Vila Propício GO","Capixaba AC","Cerro Azul PR","Aral Moreira MS","Nova Nazaré MT","Jacareacanga PA","Campinápolis MT","Abel Figueiredo PA",1500131,4970,372,3021,5564,57,3984,5109,5250,211,5198
"Ipixuna do Pará PA","Rurópolis PA","Ponta de Pedras PA","Garrafão do Norte PA","Crisópolis BA","Atalaia do Norte AM","Entre Rios BA","Anagé BA","Jutaí AM","Barra do Choça BA","Acará PA",1500206,207,254,245,201,1941,80,1951,1840,108,1862
"Prainha PA","Ipixuna AM","Riachão do Dantas SE","São João da Ponte MG","Gurupá PA","Macajuba BA","Pombos PE","Caraí MG","Bagre PA","Aurora do Pará PA","Afuá PA",1500305,248,101,1808,2971,203,2062,1592,2385,166,164
"Alagoa Grande PB","Fruta de Leite MG","Novo Cruzeiro MG","Crisólita MG","Piçarra PA","Itanagra BA","Alvorada de Minas MG","Japorã MS","Nova Canaã BA","Fervedouro MG","Água Azul do Norte PA",1500347,1244,2547,2769,2465,243,2015,2269,5142,2101,2532
"União PI","Augusto Corrêa PA","Igarapé-Miri PA","Careiro AM","Campo Alegre de Lourdes BA","Salinópolis PA","Turilândia MA","Santo Antônio do Içá AM","Borba AM","Jenipapo dos Vieiras MA","Alenquer PA",1500404,883,163,205,92,1899,255,658,125,88,544
"Capão do Leão RS","Vale do Sol RS","Pinhão PR","Turuçu RS","São Sebastião do Rio Preto MG","Rosário Oeste MT","Delta MG","Vicente Dutra RS","Bocaiúva do Sul PR","Nova Crixás GO","Almeirim PA",1500503,4688,5079,4179,5072,3004,5292,2479,5088,3951,5479
"Planaltina GO","Viamão RS","Alvorada RS","Aparecida de Goiânia GO","Tucuruí PA","Canoas RS","Campos dos Goytacazes RJ","Porto Alegre RS","Pelotas RS","São Leopoldo RS","Altamira PA",1500602,5505,5087,4615,5337,288,4683,3191,4928,4914,5001
"Iguaí BA","Ibirataia BA","Carira SE","Santa Maria das Barreiras PA","Ubatã BA","Melgaço PA","Porto de Moz PA","Cocal dos Alves PI","Santa Rosa do Purus AC","Gurupá PA","Anajás PA",1500701,1989,1982,1764,261,2224,222,247,725,69,203
"Teresina PI","São João de Meriti RJ","São Luís MA","Jaboatão dos Guararapes PE","Campina Grande PB","Contagem MG","Natal RN","Guarulhos SP","Queimados RJ","Cabo de Santo Agostinho PE","Ananindeua PA",1500800,882,3249,635,1552,1293,2448,1163,3479,3235,1495
"São Geraldo do Araguaia PA","Rio Vermelho MG","Nova Canaã BA","Japorã MS","Iguaí BA","Santa Maria das Barreiras PA","Guaraqueçaba PR","Vitória do Xingu PA","Chaves PA","Itamarati AM","Anapu PA",1500859,272,2894,2101,5142,1989,261,4047,293,188,104
"Turilândia MA","Jenipapo dos Vieiras MA","União PI","Alenquer PA","Campo Alegre de Lourdes BA","Careiro AM","Tonantins AM","Viseu PA","Correntina BA","Maraã AM","Augusto Corrêa PA",1500909,658,544,883,157,1899,92,133,292,1938,114
"Nova Olinda do Norte AM","Tracuateua PA","Cachoeira do Arari PA","Itaporanga D'Ajuda SE","Uiramutã RR","Cruz do Espírito Santo PB","São Domingos do Capim PA","Ipixuna AM","Prainha PA","Riachão do Dantas SE","Aurora do Pará PA",1500958,117,285,182,1781,151,1307,269,101,248,1808
"São Benedito do Rio Preto MA","São Bernardo MA","Buritirama BA","Serrano do Maranhão MA","Faro PA","Hidrolândia CE","Cabaceiras do Paraguaçu BA","Lagoa de Itaenga PE","Carinhanha BA","Riachão PB","Aveiro PA",1501006,620,622,1885,647,199,960,1887,1562,1915,1400
"Cocal dos Alves PI","Gurupá PA","Santa Rosa do Purus AC","São João da Ponte MG","Floresta do Araguaia PA","Olho D'Água do Casado AL","Melgaço PA","Igrapiúna BA","Ibirataia BA","Carira SE","Bagre PA",1501105,725,203,69,2971,200,1711,222,1988,1982,1764
"Limoeiro do Ajuru PA","Parambu CE","Barras PI","Água Preta PE","Maracanã PA","São Sebastião da Boa Vista PA","Brejo MA","Baixa Grande BA","Dom Inocêncio PI","Belterra PA","Baião PA",1501204,214,1025,686,1469,218,277,486,1858,742,171
"Vale do Paraíso RO","Santa Margarida MG","Seringueiras RO","Santa Rita de Minas MG","Taquaritinga do Norte PE","Sapucaia PA","Caravelas BA","Vargem SC","Imbaú PR","Rio Bonito do Iguaçu PR","Bannach PA",1501253,52,2919,47,2935,1633,278,1913,4594,4056,4218
"Fortaleza CE","Rio de Janeiro RJ","São Paulo SP","Belford Roxo RJ","Salvador BA","Manaus AM","Nova Iguaçu RJ","Belém PA","Belo Horizonte MG","Duque de Caxias RJ","Barcarena PA",1501303,949,3242,3829,3183,2162,112,3224,170,2309,3199
"Belo Horizonte MG","Recife PE","Brasília DF","Nova Iguaçu RJ","Manaus AM","Belford Roxo RJ","Maceió AL","Fortaleza CE","Guarulhos SP","Salvador BA","Belém PA",1501402,2309,1596,5565,3224,112,3183,1696,949,3479,2162
"Sossêgo PB","Buenos Aires PE","Feira Nova SE","Boa Hora PI","Riacho Frio PI","Banzaê BA","Curralinhos PI","Santana de Mangueira PB","Arraial PI","Baixa Grande BA","Belterra PA",1501451,1451,1493,1771,695,837,1859,736,1413,681,1858
"Limoeiro PE","Russas CE","Conceição do Jacuípe BA","Horizonte CE","Pacatuba CE","Maranguape CE","Mirabela MG","São Gonçalo do Amarante CE","Nazaré da Mata PE","Augustinópolis TO","Benevides PA",1501501,1567,1045,1930,961,1018,995,2728,1052,1574,327
"Alto Alegre dos Parecis RO","Porto Acre AC","Macarani BA","Manoel Urbano AC","Ribeirão do Largo BA","São Domingos do Cariri PB","Trairão PA","Bujari AC","São Bento PB","Lizarda TO","Bom Jesus do Tocantins PA",1501576,26,74,2063,63,2154,1421,286,56,1419,380
"Codajás AM","Igaci AL","Caracol PI","Novo Oriente do Piauí PI","Novo Airão AM","Dário Meira BA","Pimenteiras PI","Cacimba de Dentro PB","Placas PA","Iati PE","Bonito PA",1501600,95,1683,718,806,118,1945,827,1286,244,1536
"Lagarto SE","Serrinha BA","Barra do Corda MA","Codó MA","Ceará-Mirim RN","Ipojuca PE","São Miguel dos Campos AL","Tabatinga AM","Belo Jardim PE","Bom Jesus da Lapa BA","Bragança PA",1501709,1784,2201,475,508,1103,1543,1741,130,1483,1874
"Ortigueira PR","Morro do Pilar MG","Dom Feliciano RS","Colniza MT","Capitão Andrade MG","Braúnas MG","Ferros MG","Almenara MG","Campinápolis MT","Santana do Manhuaçu MG","Brasil Novo PA",1501725,4154,2748,4738,5210,2381,2338,2531,2261,5198,2929
