"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Redentora RS","Carbonita MG","Porto Firme MG","Jordânia MG","Almas TO","Milagres BA","Uiraúna PB","Bonfim RR","Pocrane MG","Umarizal RN","Novo Horizonte do Oeste RO",1100502,"4315404","3113503","3152303","3136504","1700400","2921302","2516904","1400159","3151909","2414506"
"Rio Manso MG","Hulha Negra RS","Santa Rita do Pardo MS","Moeda MG","Novo Horizonte do Sul MS","Vicente Dutra RS","Cocalinho MT","Mata RS","Piracema MG","Natividade da Serra SP","Cacaulândia RO",1100601,"3155306","4309654","5007554","3142304","5006259","4323101","5103106","4312104","3150604","3532306"
"Seringueiras RO","Sete Quedas MS","Cujubim RO","Frei Paulo SE","Isaías Coelho PI","Monte Negro RO","Sumidouro RJ","Vale do Anari RO","Governador Jorge Teixeira RO","Theobroma RO","Campo Novo de Rondônia RO",1100700,"1101500","5007703","1100940","2802304","2204907","1101401","3305703","1101757","1101005","1101609"
"Muniz Freire ES","Carlos Chagas MG","Raul Soares MG","Piratini RS","Itaporã MS","Cocalzinho de Goiás GO","Ibatiba ES","Rosário Oeste MT","Felixlândia MG","Rio Casca MG","Candeias do Jamari RO",1100809,"3203700","3113701","3154002","4314605","5004502","5205513","3202454","5107701","3125705","3154903"
"Rio dos Índios RS","Cordislândia MG","Itaúna do Sul PR","Barra do Quaraí RS","Guarará MG","Onça de Pitangui MG","Passos Maia SC","Entre Rios SC","Saltinho SC","Salto do Céu MT","Castanheiras RO",1100908,"4315552","3119005","4111308","4301875","3128501","3145802","4212270","4205175","4215356","5107750"
"Belo Vale MG","Natividade da Serra SP","Leopoldo de Bulhões GO","Cerrito RS","Caraá RS","Bom Repouso MG","Novo São Joaquim MT","São Francisco de Goiás GO","Pantano Grande RS","Heliodora MG","Chupinguaia RO",1100924,"3106408","3532306","5212303","4305124","4304713","3107901","5106281","5219902","4313953","3129202"
"Sumidouro RJ","Alto Paraíso RO","Santa Margarida MG","Sete Quedas MS","Seringueiras RO","São José do Norte RS","Tijucas do Sul PR","São João do Triunfo PR","Reserva PR","Santa Leopoldina ES","Cujubim RO",1100940,"3305703","1100403","3157906","5007703","1101500","4318507","4127601","4125100","4121703","3204500"
"Inácio Martins PR","Theobroma RO","Vale do Anari RO","Frei Paulo SE","Monte Negro RO","Urupá RO","Bujari AC","Nova União RO","Isaías Coelho PI","Corumbiara RO","Governador Jorge Teixeira RO",1101005,"4110201","1101609","1101757","2802304","1101401","1101708","1200138","1101435","2204907","1100072"
"Fronteiras PI","Barra de São Miguel AL","Francisco Santos PI","Costa Marques RO","Angelândia MG","Jussiape BA","Augusto Severo RN","Santa Terezinha MT","Inácio Martins PR","Araguanã TO","Itapuã do Oeste RO",1101104,"2204303","2700607","2204204","1100080","3102852","2918605","2401305","5107776","4110201","1702158"
"Dois Irmãos do Buriti MS","Cardoso Moreira RJ","Cantagalo PR","Pedra Branca do Amapari AP","Guamaré RN","Serra dos Aimorés MG","Campo Belo do Sul SC","Candói PR","São Sebastião do Alto RJ","Augusto Severo RN","Ministro Andreazza RO",1101203,"5003488","3301157","4104451","1600154","2404507","3166709","4203402","4104428","3305307","2401305"
"Tibau do Sul RN","Irupi ES","Barros Cassal RS","Nova Crixás GO","Tijucas do Sul PR","Carmo da Cachoeira MG","São João do Triunfo PR","Mariluz PR","Porto Esperidião MT","Santa Leopoldina ES","Mirante da Serra RO",1101302,"2414209","3202652","4302006","5214838","4127601","3113909","4125100","4115101","5106828","3204500"
"São Francisco do Guaporé RO","Governador Jorge Teixeira RO","Inácio Martins PR","Xapuri AC","Frei Paulo SE","Urupá RO","Itaquiraí MS","Theobroma RO","Sete Quedas MS","Mazagão AP","Monte Negro RO",1101401,"1101492","1101005","4110201","1200708","2802304","1101708","5004601","1101609","5007703","1600402"
"Cipotânea MG","Mata Verde MG","Theobroma RO","Vale do Anari RO","Angelândia MG","Aguiar PB","Varzedo BA","Governador Jorge Teixeira RO","Aragominas TO","Darcinópolis TO","Nova União RO",1101435,"3116308","3140555","1101609","1101757","3102852","2500205","2933174","1101005","1701309","1706506"
"José Raydan MG","Cajuri MG","Goianorte TO","Presidente Juscelino MG","São João do Cariri PB","Joanésia MG","Virgolândia MG","Bias Fortes MG","Cuparaque MG","São João do Pacuí MG","Parecis RO",1101450,"3136553","3110202","1708304","3153202","2514008","3136108","3171907","3106804","3120839","3162658"
"Painel SC","Três Forquilhas RS","Mimoso de Goiás GO","Pirapó RS","Santana do Garambéu MG","Quevedos RS","Brunópolis SC","Boa Vista das Missões RS","Palmeira SC","Rio Rufino SC","Pimenteiras do Oeste RO",1101468,"4211892","4321832","5213053","4314555","3158706","4315321","4202875","4302154","4212056","4215059"
"Manfrinópolis PR","Guarará MG","Santa Rita de Ibitipoca MG","Corumbataí do Sul PR","Ramilândia PR","Santa Amélia PR","Marianópolis do Tocantins TO","Canaã MG","Vitória das Missões RS","Rio Crespo RO","Primavera de Rondônia RO",1101476,"4114351","3128501","3159407","4106555","4121257","4123105","1712504","3111705","4323754","1100262"
"São João do Sabugi RN","São João da Baliza RR","São Luiz RR","São Vicente RN","São João do Jaguaribe CE","Machacalis MG","Barra do Chapéu SP","Chalé MG","Palmeiras BA","Ouro Branco RN","São Felipe D'Oeste RO",1101484,"2412104","1400506","1400605","2413003","2312502","3138906","3505351","3116001","2923506","2408508"
"Monte Negro RO","Itaquiraí MS","Mutuípe BA","São Domingos do Araguaia PA","Governador Jorge Teixeira RO","Costa Marques RO","Inácio Martins PR","Mazagão AP","Buritis RO","Theobroma RO","São Francisco do Guaporé RO",1101492,"1101401","5004601","2922409","1507151","1101005","1100080","4110201","1600402","1100452","1101609"
"Sete Quedas MS","Frei Paulo SE","Tacuru MS","Santa Margarida MG","Campo Novo de Rondônia RO","Cujubim RO","Xapuri AC","Governador Jorge Teixeira RO","Sumidouro RJ","Isaías Coelho PI","Seringueiras RO",1101500,"5007703","2802304","5007950","3157906","1100700","1100940","1200708","1101005","3305703","2204907"
"Carvalhos MG","Cana Verde MG","Novo São Joaquim MT","Crucilândia MG","Vicente Dutra RS","Joaquim Felício MG","Foz do Jordão PR","Nova Lacerda MT","Lagoão RS","Cerrito RS","Teixeirópolis RO",1101559,"3114808","3111903","5106281","3120607","4323101","3136405","4108452","5106182","4311254","4305124"
"Governador Jorge Teixeira RO","Vale do Anari RO","Inácio Martins PR","Frei Paulo SE","Nova União RO","Isaías Coelho PI","Monte Negro RO","Aracatu BA","Bujari AC","Mazagão AP","Theobroma RO",1101609,"1101005","1101757","4110201","2802304","1101435","2204907","1101401","2902005","1200138","1600402"
"Inácio Martins PR","Xapuri AC","Ribeirópolis SE","Corumbiara RO","Macarani BA","Imbaú PR","Alto Alegre dos Parecis RO","Augusto Severo RN","Paripueira AL","Guamaré RN","Urupá RO",1101708,"4110201","1200708","2806008","1100072","2919702","4110078","1100379","2401305","2706448","2404507"
"Theobroma RO","Isaías Coelho PI","Governador Jorge Teixeira RO","Nova União RO","Inácio Martins PR","Frei Paulo SE","Bujari AC","Aguiar PB","Cipotânea MG","Monte Negro RO","Vale do Anari RO",1101757,"1101609","2204907","1101005","1101435","4110201","2802304","1200138","2500205","3116308","1101401"
"Lagoa da Confusão TO","Reduto MG","Abel Figueiredo PA","Mariluz PR","Santana da Boa Vista RS","Imbaú PR","Santa Rita do Pardo MS","Santa Rita de Minas MG","Guaraciaba MG","Aral Moreira MS","Vale do Paraíso RO",1101807,"1711902","3154150","1500131","4115101","4317004","4110078","5007554","3159357","3128204","5001243"
"Águas Vermelhas MG","Flores de Goiás GO","Brejo do Cruz PB","Alagoinha PE","Ubaporanga MG","Rubim MG","Chapada do Norte MG","Alagoinha PB","Paranhos MS","Piranga MG","Acrelândia AC",1200013,"3101003","5207907","2502805","2600609","3170057","3156601","3116100","2500502","5006358","3150802"
"Colônia do Piauí PI","São Julião PI","Condado PB","Santa Luzia do Norte AL","Curral de Dentro MG","Palestina do Pará PA","Tocantínia TO","Coqueiro Seco AL","Vereda BA","Belém AL","Assis Brasil AC",1200054,"2202778","2210300","2504504","2707909","3120870","1505494","1721109","2702207","2933257","2700805"
"Alcobaça BA","Ubaitaba BA","Coaraci BA","Itarantim BA","Ribeirópolis SE","Medeiros Neto BA","Buerarema BA","Paramirim BA","Malacacheta MG","Ituberá BA","Brasiléia AC",1200104,"2900801","2932200","2908002","2916807","2806008","2921104","2904704","2923605","3139201","2917300"
"Coluna MG","Tacuru MS","Cachoeira dos Índios PB","Nossa Senhora Aparecida SE","Paranã TO","Alto Alegre dos Parecis RO","Inácio Martins PR","São Julião PI","Malhador SE","Governador Jorge Teixeira RO","Bujari AC",1200138,"3116803","5007950","2503308","2804458","1716208","1100379","4110201","2210300","2803906","1101005"
"Fervedouro MG","Cavalcante GO","Moita Bonita SE","Guaraqueçaba PR","Coluna MG","Montezuma MG","Itanagra BA","Água Boa MG","Sericita MG","Tacuru MS","Capixaba AC",1200179,"3125952","5205307","2804102","4109500","3116803","3143450","2915908","3100609","3166303","5007950"
"Senhor do Bonfim BA","Jacobina BA","Tianguá CE","Guanambi BA","Açailândia MA","Goiana PE","Bayeux PB","Santo Amaro BA","Itapetinga BA","Estância SE","Cruzeiro do Sul AC",1200203,"2930105","2917508","2313401","2911709","2100055","2606200","2501807","2928604","2916401","2802106"
"Alvorada D'Oeste RO","Cardoso Moreira RJ","Jardim do Seridó RN","Cantagalo PR","São Miguel do Guaporé RO","Nova Brasilândia D'Oeste RO","Apuí AM","Dois Irmãos do Buriti MS","Barra dos Coqueiros SE","Carmópolis SE","Epitaciolândia AC",1200252,"1100346","3301157","2405702","4104451","1100320","1100148","1300144","5003488","2800605","2801504"
"Tarauacá AC","Luís Correia PI","Canhotinho PE","Presidente Tancredo Neves BA","Pio Xii MA","São Luís do Quitunde AL","Miguel Alves PI","Correntes PE","Brejo da Madre de Deus PE","Lábrea AM","Feijó AC",1200302,"1200609","2205706","2603702","2925758","2108702","2708501","2206209","2604700","2602605","1302405"
"São Francisco de Assis do Piauí PI","Caxingó PI","Joca Marques PI","Atalaia do Norte AM","Paquetá PI","Recursolândia TO","São João da Fronteira PI","Betânia do Piauí PI","Lagoa Grande do Maranhão MA","Lagoa do Barro do Piauí PI","Jordão AC",1200328,"2209658","2202653","2205458","1300201","2207553","1718501","2209872","2201739","2105963","2205565"
"Governador Edison Lobão MA","Licínio de Almeida BA","Inhuma PI","Nova Olinda CE","Serra Branca PB","Angical BA","Uibaí BA","Japaratuba SE","Fortaleza dos Nogueiras MA","Sumé PB","Mâncio Lima AC",1200336,"2104552","2919405","2204709","2309201","2515500","2901403","2932408","2803302","2104107","2516300"
"Sericita MG","Ribeirão do Largo BA","Araponga MG","Gilbués PI","Maetinga BA","Itaipé MG","Beneditinos PI","Novo Oriente de Minas MG","Pilões PB","Piraí do Norte BA","Manoel Urbano AC",1200344,"3166303","2926657","3103702","2204402","2919959","3132305","2201606","3145356","2511608","2924678"
"Lagoa Grande do Maranhão MA","Conceição do Lago-Açu MA","Canapi AL","Senador Rui Palmeira AL","Satubinha MA","Beruri AM","Centro Novo do Maranhão MA","Governador Newton Bello MA","Envira AM","São Francisco do Maranhão MA","Marechal Thaumaturgo AC",1200351,"2105963","2103554","2701605","2708956","2111722","1300631","2103174","2104651","1301506","2110906"
"Maruim SE","Caracaraí RR","Santo Antônio RN","Demerval Lobão PI","Itaobim MG","Vitória do Jari AP","São João do Rio do Peixe PB","Barrocas BA","São Francisco do Pará PA","Uruçuí PI","Plácido de Castro AC",1200385,"2804003","1400209","2411502","2203305","3133303","1600808","2500700","2903276","1507409","2211209"
"Salgadinho PE","Coité do Nóia AL","Mirante BA","Feira Nova do Maranhão MA","São José da Lagoa Tapada PB","Nova Itarana BA","Nossa Senhora dos Remédios PI","Brejão PE","Governador Newton Bello MA","Itainópolis PI","Porto Walter AC",1200393,"2612109","2702009","2921450","2104073","2514206","2922805","2206803","2602407","2104651","2205003"
"Campina Grande PB","Macapá AP","Anápolis GO","Mossoró RN","Imperatriz MA","Itabuna BA","Boa Vista RR","Petrolina PE","Porto Velho RO","Barra Mansa RJ","Rio Branco AC",1200401,"2504009","1600303","5201108","2408003","2105302","2914802","1400100","2611101","1100205","3300407"
"Lago Verde MA","Nordestina BA","Pacatuba SE","Mogeiro PB","Calçado PE","Uruoca CE","Bacuri MA","Aiuaba CE","Marcionílio Souza BA","Malhada BA","Rodrigues Alves AC",1200427,"2105906","2922656","2804904","2509404","2603306","2313906","2101301","2300408","2920809","2920205"
"Ibiquera BA","Cocal dos Alves PI","Bom Princípio do Piauí PI","Caraúbas do Piauí PI","Olho D'Água do Casado AL","Santa Filomena PI","Fruta de Leite MG","Japorã MS","Catuji MG","Ribeira do Piauí PI","Santa Rosa do Purus AC",1200435,"2912608","2202729","2201919","2202539","2705804","2209203","3127073","5004809","3115458","2208874"
"Itaperuçu PR","Miranda MS","Cândido de Abreu PR","Palmital PR","São Miguel do Guaporé RO","Matipó MG","Silva Jardim RJ","Peçanha MG","Taquaritinga do Norte PE","Candói PR","Senador Guiomard AC",1200450,"4111258","5005608","4104402","4117800","1100320","3140902","3305604","3148608","2615003","4104428"
"Iranduba AM","Poções BA","Canavieiras BA","Amargosa BA","Queimadas PB","Alagoa Grande PB","São Geraldo do Araguaia PA","Uruará PA","Jequitinhonha MG","Santo Estêvão BA","Sena Madureira AC",1200500,"1301852","2925105","2906303","2901007","2512507","2500304","1507458","1508159","3135803","2928802"
"Feijó AC","Luís Correia PI","Canhotinho PE","São Luís do Quitunde AL","São Sebastião AL","Pio Xii MA","Presidente Tancredo Neves BA","Ipubi PE","Amarante do Maranhão MA","Miguel Alves PI","Tarauacá AC",1200609,"1200302","2205706","2603702","2708501","2708808","2108702","2925758","2607307","2100600","2206209"
"Frei Paulo SE","Bom Jesus do Tocantins PA","Urupá RO","Alto Alegre dos Parecis RO","Macarani BA","Santa Margarida MG","Mazagão AP","Inácio Martins PR","Nova Mamoré RO","Alcobaça BA","Xapuri AC",1200708,"2802304","1501576","1101708","1100379","2919702","3157906","1600402","4110201","1100338","2900801"
"Nova Ipixuna PA","Bom Jesus do Tocantins PA","Areia Branca SE","Ibicuí BA","Santo Antônio do Jacinto MG","Trairão PA","Alto Alegre dos Parecis RO","Riacho das Almas PE","Malhador SE","Ituaçu BA","Porto Acre AC",1200807,"1504976","1501576","2800506","2912301","3160306","1508050","1100379","2611705","2803906","2917201"
"São João das Missões MG","Pedro Alexandre BA","Joaquim Pires PI","Macajuba BA","Dário Meira BA","Bonito de Minas MG","Guajará AM","Iati PE","Riachão do Dantas SE","Presidente Jânio Quadros BA","Alvarães AM",1300029,"3162450","2924207","2205409","2919603","2910008","3108255","1301654","2606507","2805802","2925709"
"Pureza RN","Santa Cruz do Arari PA","Januário Cicco RN","Muquém de São Francisco BA","Cristalândia do Piauí PI","Matias Olímpio PI","Parnaguá PI","Santo Antônio do Retiro MG","Jequiá da Praia AL","Palmeirais PI","Amaturá AM",1300060,"2410405","1506401","2405306","2922250","2203008","2206100","2207603","3160454","2703759","2207504"
"Santa Terezinha PE","Brejolândia BA","Terra Nova PE","Terra Alta PA","Alcântaras CE","Godofredo Viana MA","Paramoti CE","Frecheirinha CE","Iuiú BA","Macururé BA","Anamã AM",1300086,"2612802","2904407","2615201","1507961","2300507","2104305","2310407","2304509","2917334","2919900"
"Itapororoca PB","Pio Ix PI","Gonçalves Dias MA","Anadia AL","Barra de Santa Rosa PB","Araruna PB","Teolândia BA","Cristinápolis SE","Juazeirinho PB","Boa Nova BA","Anori AM",1300102,"2507101","2208205","2104404","2700201","2501609","2501005","2931608","2801702","2507705","2903706"
"Caculé BA","Porto Grande AP","Conceição da Feira BA","Valença do Piauí PI","Sumé PB","São João do Piauí PI","Goianinha RN","Belém do São Francisco PE","Carmópolis SE","Terra Santa PA","Apuí AM",1300144,"2905008","1600535","2908200","2211308","2516300","2210003","2404200","2601607","2801504","1507979"
"Santa Isabel do Rio Negro AM","Inhapi AL","Jordão AC","Pauini AM","Fernando Falcão MA","Chaves PA","Beruri AM","Ipixuna AM","Uiramutã RR","Itapicuru BA","Atalaia do Norte AM",1300201,"1303601","2703304","1200328","1303502","2104081","1502509","1300631","1301803","1400704","2916500"
"Novo Cruzeiro MG","União PI","Maués AM","Alagoa Grande PB","Curaçá BA","Cândido Sales BA","São João da Ponte MG","Piranhas AL","Panelas PE","Exu PE","Autazes AM",1300300,"3145307","2211100","1302900","2500304","2909901","2906709","3162401","2707107","2610202","2605301"
"Pauini AM","Cocal PI","Pilão Arcado BA","Pacajá PA","Envira AM","Itapicuru BA","Inhapi AL","Beruri AM","Tremedal BA","Jaicós PI","Barcelos AM",1300409,"1303502","2202703","2924405","1505486","1301506","2916500","2703304","1300631","2931806","2205201"
"Alto Alegre do Pindaré MA","Urbano Santos MA","São Vicente Ferrer MA","Mata Roma MA","Paratinga BA","Croatá CE","Nhamundá AM","Ocara CE","Cantanhede MA","Choró CE","Barreirinha AM",1300508,"2100477","2112605","2111706","2106409","2923704","2304236","1303007","2309458","2102705","2303931"
"Parambu CE","Carinhanha BA","Baião PA","Brejo MA","Curuçá PA","Maracanã PA","São Bernardo MA","Mocajuba PA","Anajatuba MA","Morro do Chapéu BA","Benjamin Constant AM",1300607,"2310308","2907103","1501204","2102101","1502905","1504307","2110609","1504604","2100709","2921708"
"Envira AM","Canapi AL","Conceição do Lago-Açu MA","Sátiro Dias BA","Pauini AM","Lagoa do Ouro PE","Marechal Thaumaturgo AC","Inhapi AL","Centro Novo do Maranhão MA","Uarini AM","Beruri AM",1300631,"1301506","2701605","2103554","2929701","1303502","2608602","1200351","2703304","2103174","1304260"
"Uruoca CE","Presidente Sarney MA","América Dourada BA","Bom Lugar MA","Graça CE","Aiuaba CE","Nordestina BA","Carnaubeira da Penha PE","Ibaretama CE","Mulungu do Morro BA","Boa Vista do Ramos AM",1300680,"2313906","2109270","2901155","2102077","2304657","2300408","2922656","2603926","2305266","2922052"
"Pedras de Fogo PB","Piracuruca PI","Ubatã BA","Santa Maria da Boa Vista PE","Piranhas AL","Maragogi AL","Santana do Ipanema AL","Pombos PE","Palmas de Monte Alto BA","Trindade PE","Boca do Acre AM",1300706,"2511202","2208304","2932309","2612604","2707107","2704500","2708006","2611309","2923407","2615607"
"Nova Olinda do Norte AM","Careiro AM","Itaporanga D'Ajuda SE","Campo Alegre de Lourdes BA","Irituia PA","Itiúba BA","Panelas PE","Igaci AL","Exu PE","Muaná PA","Borba AM",1300805,"1303106","1301100","2803203","2905909","1503507","2917003","2610202","2703106","2605301","1504901"
"Taipu RN","Guajeru BA","Pimenteiras PI","Quebrangulo AL","Mulungu PB","Antônio Cardoso BA","Gararu SE","Caturama BA","Salgado de São Félix PB","Pilar PB","Caapiranga AM",1300839,"2413904","2911659","2208106","2707602","2509800","2901700","2802403","2907558","2513109","2511509"
"Santana do Mundaú AL","Dois Riachos AL","Guajará AM","Ladainha MG","Lagoa Real BA","Nilo Peçanha BA","Porto PI","Setubinha MG","Lamarão BA","Bom Jesus da Serra BA","Canutama AM",1300904,"2708105","2702504","1301654","3137007","2918753","2922607","2208502","3165552","2919108","2903953"
"Quipapá PE","Oliveira dos Brejinhos BA","Flores PE","Bom Jesus das Selvas MA","Capoeiras PE","Aroeiras PB","Encruzilhada BA","Miguel Alves PI","Batalha PI","Cansanção BA","Carauari AM",1301001,"2611507","2923209","2605608","2102036","2603801","2501302","2910404","2206209","2201507","2906808"
"Campo Alegre de Lourdes BA","Borba AM","Bujaru PA","Careiro da Várzea AM","Itiúba BA","Nova Olinda do Norte AM","Água Preta PE","Turiaçu MA","Exu PE","Panelas PE","Careiro AM",1301100,"2905909","1300805","1501907","1301159","2917003","1303106","2600401","2112407","2605301","2610202"
"Riachão das Neves BA","Campo Alegre de Lourdes BA","Tamboril CE","Matriz de Camaragibe AL","Abaré BA","Panelas PE","Rafael Jambeiro BA","São Miguel do Tapuio PI","Careiro AM","Exu PE","Careiro da Várzea AM",1301159,"2926202","2905909","2313203","2705101","2900207","2610202","2925956","2210409","1301100","2605301"
"Tailândia PA","Ouricuri PE","São Bento do Una PE","Araripina PE","Tomé-Açu PA","Rondon do Pará PA","União dos Palmares AL","São Félix do Xingu PA","Uruará PA","Humaitá AM","Coari AM",1301209,"1507953","2609907","2613008","2601102","1508001","1506187","2709301","1507300","1508159","1301704"
"Igaci AL","Panelas PE","Igreja Nova AL","Ponta de Pedras PA","Caraí MG","Placas PA","Rafael Jambeiro BA","Bananeiras PB","Itaporanga D'Ajuda SE","Nova Olinda do Norte AM","Codajás AM",1301308,"2703106","2610202","2703205","1505700","3113008","1505650","2925956","2501500","2803203","1303106"
"Inhambupe BA","Bom Jesus das Selvas MA","Irituia PA","Bonito PE","Maragogi AL","Baraúna RN","Bodocó PE","Atalaia AL","Cansanção BA","Maracanã PA","Eirunepé AM",1301407,"2913705","2102036","1503507","2602308","2704500","2401453","2602001","2700409","2906808","1504307"
"Beruri AM","Canapi AL","Pauini AM","Sátiro Dias BA","Lagoa do Ouro PE","Centro Novo do Maranhão MA","Uarini AM","Inhapi AL","Conceição do Lago-Açu MA","Aldeias Altas MA","Envira AM",1301506,"1300631","2701605","1303502","2929701","2608602","2103174","1304260","2703304","2103554","2100303"
"Passagem Franca MA","Estrela de Alagoas AL","Pio Xii MA","Inajá PE","Centro Novo do Maranhão MA","Canhotinho PE","Santa Luzia do Pará PA","Aldeias Altas MA","Taquarana AL","Feira Grande AL","Fonte Boa AM",1301605,"2107902","2702553","2108702","2607000","2103174","2603702","1506559","2100303","2709103","2702603"
"Dois Riachos AL","Dário Meira BA","Canutama AM","Santa Luzia do Itanhy SE","Joaquim Pires PI","Lagoa Real BA","Nilo Peçanha BA","Bonito PA","Iati PE","Santa Filomena PE","Guajará AM",1301654,"2702504","2910008","1300904","2806305","2205409","2918753","2922607","1501600","2606507","2612554"
"Rondon do Pará PA","Iranduba AM","São Bento do Una PE","Uruará PA","Caetité BA","São Gabriel da Cachoeira AM","Canavieiras BA","Toritama PE","Tomé-Açu PA","Entre Rios BA","Humaitá AM",1301704,"1506187","1301852","2613008","1508159","2905206","1303809","2906303","2615409","1508001","2910503"
"Bagre PA","Cachoeira do Piriá PA","Anajás PA","Afuá PA","Curralinho PA","Maraã AM","Nova Esperança do Piriá PA","Gurupá PA","Porto de Moz PA","Pedro Alexandre BA","Ipixuna AM",1301803,"1501105","1501956","1500701","1500305","1502806","1302801","1504950","1503101","1505908","2924207"
"Poções BA","Amargosa BA","Livramento de Nossa Senhora BA","Caetité BA","Rondon do Pará PA","Santo Estêvão BA","Entre Rios BA","Humaitá AM","Sena Madureira AC","Queimadas PB","Iranduba AM",1301852,"2925105","2901007","2919504","2905206","1506187","2928802","2910503","1301704","1200500","2512507"
"Japeri RJ","Brumado BA","Palmeira dos Índios AL","Itabaiana SE","Itaituba PA","Januária MG","Gravatá PE","Serra Talhada PE","Tefé AM","Barcarena PA","Itacoatiara AM",1301902,"3302270","2904605","2706307","2802908","1503606","3135209","2606408","2613909","1304203","1501303"
"Cocal dos Alves PI","Ibiquera BA","Japorã MS","Chaves PA","Olho D'Água do Casado AL","Santa Rosa do Purus AC","Senador José Porfírio PA","Jacareacanga PA","Jordão AC","Japurá AM","Itamarati AM",1301951,"2202729","2912608","5004809","1502509","2705804","1200435","1507805","1503754","1200328","1302108"
"Engenheiro Navarro MG","Lontra MG","Nova Campina SP","Boa Vista PB","São Luiz RR","Babaçulândia TO","São Romão MG","Claro dos Poções MG","São João da Baliza RR","São João do Jaguaribe CE","Itapiranga AM",1302009,"3123809","3138658","3532827","2502151","1400605","1703008","3164209","3116506","1400506","2312502"
"Maetinga BA","Ribeirão do Largo BA","Piraí do Norte BA","São João da Fronteira PI","Campos Lindos TO","Gilbués PI","Senador José Porfírio PA","Porto de Pedras AL","Cajueiro da Praia PI","Imbé de Minas MG","Japurá AM",1302108,"2919959","2926657","2924678","2209872","1703842","2204402","1507805","2707404","2202083","3130556"
"Branquinha AL","Cacimbinhas AL","Maraial PE","Novo Lino AL","Sítio do Quinto BA","Flexeiras AL","Jataúba PE","Carneiros AL","Mirante BA","Uarini AM","Juruá AM",1302207,"2701100","2701209","2609204","2705606","2930766","2702801","2608008","2701803","2921450","1304260"
"Iati PE","Garrafão do Norte PA","Senador José Porfírio PA","Tremedal BA","Várzea da Roça BA","Curralinho PA","Aurora do Pará PA","Anagé BA","Gurupá PA","Crisópolis BA","Jutaí AM",1302306,"2606507","1503077","1507805","2931806","2933059","1502806","1500958","2901205","1503101","2909604"
"Miguel Alves PI","Araci BA","Itupiranga PA","Bom Jardim MA","Pacajá PA","Poço Redondo SE","Luís Correia PI","Batalha PI","Pilão Arcado BA","Novo Repartimento PA","Lábrea AM",1302405,"2206209","2902104","1503705","2102002","1505486","2805406","2205706","2201507","2924405","1505064"
"Araripina PE","Gravatá PE","Valença BA","Belo Jardim PE","Ipojuca PE","Palmeira dos Índios AL","Ceará-Mirim RN","São Bento do Una PE","Lagarto SE","Rondon do Pará PA","Manacapuru AM",1302504,"2601102","2606408","2932903","2601706","2607208","2706307","2402600","2613008","2803500","1506187"
"Iraquara BA","Lapão BA","Barro CE","Buriti Bravo MA","São Miguel RN","Cariús CE","Caaporã PB","Sanharó PE","Boca da Mata AL","Uauá BA","Manaquiri AM",1302553,"2914406","2919157","2302008","2102309","2412500","2303303","2503001","2612406","2701001","2932002"
"Belém PA","Fortaleza CE","Salvador BA","São Gonçalo RJ","Guarulhos SP","Maceió AL","Recife PE","Teresina PI","Natal RN","Duque de Caxias RJ","Manaus AM",1302603,"1501402","2304400","2927408","3304904","3518800","2704302","2611606","2211001","2408102","3301702"
"Jaguaquara BA","São Miguel do Guamá PA","Mamanguape PB","Remanso BA","São Caitano PE","Xique-Xique BA","Nossa Senhora da Glória SE","Euclides da Cunha BA","Esplanada BA","Campo Formoso BA","Manicoré AM",1302702,"2917607","1507607","2508901","2926004","2613107","2933604","2804508","2910701","2910602","2906006"
"Nova Esperança do Piriá PA","Jenipapo dos Vieiras MA","Pedro Alexandre BA","Santo Antônio do Içá AM","Joaquim Pires PI","Ipixuna AM","Alvarães AM","Aurora do Pará PA","Santa Isabel do Rio Negro AM","Oeiras do Pará PA","Maraã AM",1302801,"1504950","2105476","2924207","1303700","2205409","1301803","1300029","1500958","1303601","1505205"
"Aliança PE","Poções BA","Autazes AM","União PI","Queimadas PB","Barras PI","Macaúbas BA","Livramento de Nossa Senhora BA","Correntina BA","Alenquer PA","Maués AM",1302900,"2600708","2925105","1300300","2211100","2512507","2201200","2919801","2919504","2909307","1500404"
"Caridade CE","Quiterianópolis CE","Piquet Carneiro CE","Urucurituba AM","Ocara CE","Miraíma CE","Curuá PA","Mirandiba PE","Pereiro CE","Urbano Santos MA","Nhamundá AM",1303007,"2303006","2311264","2310902","1304401","2309458","2308377","1502855","2609303","2310803","2112605"
"Itaporanga D'Ajuda SE","Borba AM","Igaci AL","Muaná PA","Panelas PE","Codajás AM","Ponta de Pedras PA","Caraí MG","São João da Ponte MG","Placas PA","Nova Olinda do Norte AM",1303106,"2803203","1300805","2703106","1504901","2610202","1301308","1505700","3113008","3162401","1505650"
"Simões PI","Cacimba de Dentro PB","Taipu RN","Pimenteiras PI","Caapiranga AM","Piatã BA","Itatim BA","Ituaçu BA","Piripá BA","Gararu SE","Novo Airão AM",1303205,"2210706","2503506","2413904","2208106","1300839","2924306","2916856","2917201","2924702","2802403"
