"NM_MUNICIPIO_CONVENENTE","cod7","total.pjs","documentos.liquidacao","licitacao","dispensa","beneficiarios.pjs","acima10K","acima1M","top10pc.quanto"
"FILADELFIA",2910859,117987.35,2,1,0,1,1,0,1
"FIRMINO ALVES",2910909,240212.3,3,1,0,1,1,0,1
"FIRMINOPOLIS",5207808,218660.52,4,1,0,1,1,0,1
"FLOR DA SERRA DO SUL",4107850,260483,7,1,0,2,2,0,0.809008649316846
"FLOR DO SERTAO",4205357,442537.41,4,1,0,2,2,0,0.716323621092282
"FLORA RICA",3515806,118782.35,1,1,0,1,1,0,1
"FLORAI",4107801,1348881.51,22,1,0,7,7,0,0.195651499441193
"FLORANIA",2403806,1007663.46,18,1,0,4,4,0,0.321039724909743
"FLOREAL",3515905,254166.35,11,1,0,4,3,0,0.487933788245376
"FLORES DA CUNHA",4308201,1955123.12,56,1,0,7,6,0,0.354964857660729
"FLORES DO PIAUI",2203800,246162.09,2,1,0,1,1,0,1
"FLORESTA",4107900,832949.78,9,1,0,4,4,0,0.371981813837564
"FLORESTA DO ARAGUAIA",1503044,142000,2,1,0,1,1,0,1
"FLORESTA DO PIAUI",2203859,79142.6,1,1,0,1,1,0,1
"FLORESTOPOLIS",4108007,230979,11,1,0,6,5,0,0.671441992562094
"FLORIANO PEIXOTO",4308250,284200,3,1,0,3,3,0,0.816326530612245
"FLORIANOPOLIS",4205407,3646239.72,38,1,0,4,4,1,0.798292515995081
"FLORIDA",4108106,1040644.84,14,1,0,4,4,0,0.395086608030459
"FLORIDA PAULISTA",3516002,635426.53,4,1,0,2,2,0,0.749774375961293
"FLORINIA",3516101,352833.09,6,1,0,3,3,0,0.437796239576056
"FONTOURA XAVIER",4308300,1889502.12,38,1,0,11,11,0,0.423127336845751
"FORMIGA",3126109,3592112.43,21,1,0,6,6,1,0.323987631979548
"FORMIGUEIRO",4308409,127411.75,7,1,0,1,1,0,1
"FORMOSA",5208004,1418165.25,38,1,0,6,6,0,0.583127149674553
"FORMOSA DA SERRA NEGRA",2104099,1451018.12,16,1,0,2,2,0,0.609916573612465
"FORMOSA DO OESTE",4108205,133800,2,1,0,2,2,0,0.597907324364723
"FORMOSA DO RIO PRETO",2911105,57070.7,2,1,0,1,1,0,1
"FORMOSA DO SUL",4205431,282493.04,4,1,0,2,2,0,0.559281177334493
"FORMOSO",3126208,790624.14,9,1,0,2,2,0,0.747035297960925
"FORMOSO DO ARAGUAIA",1708205,1843905,7,1,0,2,2,1,0.926295009775449
"FORQUETINHA",4308433,560600,4,1,0,3,3,0,0.448269711023903
"FORQUILHA",2304350,1252293.47,7,1,0,3,3,1,0.831935872028463
"FORQUILHINHA",4205456,1213950.85,28,1,0,11,11,0,0.304689032509018
"FORTALEZA",2304400,18712419.25,84,0.96289719406538,0.0371028059346201,14,13,1,0.890082120728457
"FORTALEZA DE MINAS",3126307,97300,1,1,0,1,1,0,1
"FORTALEZA DOS NOGUEIRAS",2104107,437506.45,3,1,0,2,2,0,0.661673810751819
"FORTALEZA DOS VALOS",4308458,673011.27,9,1,0,7,7,0,0.302372351060332
"FORTUNA",2104206,2780122.92,15,1,0,3,3,1,0.576104077441295
"FOZ DO IGUACU",4108304,1218120.13,20,1,0,12,5,0,0.46327384803993
"FOZ DO JORDAO",4108452,246436.57,12,0.971744453349598,0.0282555466504018,7,6,0,0.232595348977629
"FRAIBURGO",4205506,773260.65,26,1,0,11,11,0,0.238307742673832
"FRANCA",3516200,434568.15,14,0.905561417697086,0.0944385823029138,10,6,0,0.287641880795912
"FRANCINOPOLIS",2204006,198173.8,3,1,0,1,1,0,1
"FRANCISCO ALVES",4108320,482127.74,9,1,0,3,3,0,0.491704128038764
"FRANCISCO BELTRAO",4108403,2448256.38,50,1,0,16,13,1,0.541281146380593
"FRANCISCO DANTAS",2403905,149151.12,2,1,0,1,1,0,1
"FRANCISCO DUMONT",3126604,305000,2,1,0,1,1,0,1
"FRANCISCO MORATO",3516309,599934.19,9,1,0,2,2,0,0.840902733014766
"FRANCISCO SA",3126703,420665.84,20,1,0,5,5,0,0.427179920290176
"FRANCISCO SANTOS",2204204,302700,2,1,0,1,1,0,1
"FRANCO DA ROCHA",3516408,1526696.3,28,0.994825427951846,0.00517457204815391,8,7,0,0.335577835617994
"FRECHEIRINHA",2304509,342297.2,5,1,0,4,4,0,0.477251376873664
"FREDERICO WESTPHALEN",4308508,1282828.34,14,1,0,4,4,0,0.59828555861184
"FREI GASPAR",3126802,482281.99,6,1,0,1,1,0,1
"FREI INOCENCIO",3126901,137350,1,1,0,1,1,0,1
"FREI PAULO",2802304,611097.26,12,1,0,3,3,0,0.559820035848303
"FREI ROGERIO",4205555,326908.18,4,1,0,2,2,0,0.715516448685989
"FRONTEIRA",3127008,101510,6,1,0,2,2,0,0.534331592946508
"FRUTA DE LEITE",3127073,258500,2,1,0,2,2,0,0.657640232108317
"FRUTAL",3127107,1003176.64,11,1,0,3,3,0,0.440421290112975
"FRUTUOSO GOMES",2404002,151184.93,4,1,0,1,1,0,1
"FUNDAO",3202207,81408.78,1,1,0,1,1,0,1
"FUNILANDIA",3127206,1150686.84,14,1,0,3,3,0,0.585636931417413
"GALIA",3516606,201314.16,2,1,0,1,1,0,1
"GALVAO",4205605,752890,14,1,0,8,8,0,0.37840853245494
"GAMELEIRA DE GOIAS",5208152,91500,1,1,0,1,1,0,1
"GAMELEIRAS",3127339,448308.24,8,1,0,2,2,0,0.520642315207055
"GANDU",2911204,390938.64,7,1,0,3,3,0,0.767383853384255
"GARANHUNS",2606002,1520933.65,13,1,0,4,4,0,0.57337371686135
"GARCA",3516705,394741.75,15,1,0,10,1,0,0.938416547020932
"GARIBALDI",4308607,2845904.65,17,1,0,5,5,1,0.416975920117352
"GAROPABA",4205704,653291.71,9,1,0,4,4,0,0.581822261298861
"GARRUCHOS",4308656,107900,1,1,0,1,1,0,1
"GASPAR",4205902,9466428.76,7,1,0,2,2,1,0.942186114333575
"GASTAO VIDIGAL",3516804,99000,1,1,0,1,1,0,1
"GAUCHA DO NORTE",5103858,1015302.23,6,1,0,3,3,0,0.453948210081248
"GAURAMA",4308706,402140,4,1,0,4,4,0,0.728601979410156
"GAVIAO",2911253,150050,1,1,0,1,1,0,1
"GAVIAO PEIXOTO",3516853,512910.41,5,1,0,2,2,0,0.505931065037264
"GEMINIANO",2204352,129306.89,1,1,0,1,1,0,1
"GENERAL CAMARA",4308805,154701.9,5,1,0,1,1,0,1
"GENERAL CARNEIRO",4108502,472961.94,15,1,0,7,6,0,0.476112115913598
"GENERAL SALGADO",3516903,403664.69,10,1,0,3,3,0,0.578115192587194
"GENTIL",4308854,842663.2,13,1,0,5,5,0,0.297865149445235
"GETULIO VARGAS",4308904,1628110.91,21,1,0,5,5,0,0.279464990502398
"GILBUES",2204402,143433.27,4,0.968166381481786,0.0318336185182141,3,2,0,0.76106617383819
"GIRUA",4309001,844135.16,9,1,0,6,6,0,0.38489096935614
"GLICERIO",3517109,105566,4,1,0,3,3,0,0.786451130098706
"GLORIA D'OESTE",5103957,205000,2,1,0,1,1,0,1
"GLORIA DE DOURADOS",5004007,26784.07,4,1,0,2,2,0,0.511602232222362
"GLORIA DO GOITA",2606101,19037.46,7,1,0,1,1,0,1
"GODOY MOREIRA",4108551,486423.71,5,1,0,2,2,0,0.647583564542937
"GOIABEIRA",3127370,690028.28,7,1,0,4,4,0,0.367996714569438
"GOIANA",2606200,1095967.79,8,1,0,5,5,0,0.449215564993931
"GOIANAPOLIS",5208400,279619.03,7,1,0,2,2,0,0.673841941301348
"GOIANESIA",5208608,47557.64,2,1,0,1,1,0,1
"GOIANESIA DO PARA",1503093,3275616.58,9,1,0,1,1,1,1
"GOIANIA",5208707,629162.56,41,0.864954106614354,0.135045893385646,14,8,0,0.376033977609857
"GOIANINHA",2404200,163291.41,4,1,0,1,1,0,1
"GOIANIRA",5208806,591284.85,5,1,0,2,2,0,0.90028997022332
"GOIANORTE",1708304,829003.28,8,1,0,3,3,0,0.386348990078785
"GOIAS",5208905,511166.84,50,0.873822996812548,0.126177003187452,30,10,0,0.45263499486782
"GOIATINS",1709005,786901.56,5,1,0,4,4,0,0.67257400023454
"GOIATUBA",5209101,269500,1,1,0,1,1,0,1
"GOIOERE",4108601,647096.33,14,1,0,12,4,0,0.77803947674993
"GOIOXIM",4108650,91600,4,1,0,4,3,0,0.429148471615721
"GONCALVES",3127404,199285.6,3,1,0,2,2,0,0.529264733628521
"GONZAGA",3127503,30151.55,1,1,0,1,1,0,1
"GOUVELANDIA",5209150,330000,2,1,0,1,1,0,1
"GOVERNADOR CELSO RAMOS",4206009,205000,2,1,0,1,1,0,1
"GOVERNADOR JORGE TEIXEIRA",1101005,3134891.53,30,1,0,15,14,0,0.171616783181012
"GOVERNADOR LINDENBERG",3202256,1681348.18,9,1,0,6,5,0,0.282511383216295
"GOVERNADOR LUIZ ROCHA",2104628,1216184.16,7,1,0,3,3,0,0.619101288081239
"GRACHO CARDOSO",2802601,255100,6,1,0,1,1,0,1
"GRAJAU",2104800,197660.57,1,1,0,1,1,0,1
"GRAMADO",4309100,7261756.85,39,1,0,8,8,2,0.490380340950138
"GRAMADO DOS LOUREIROS",4309126,280000,1,1,0,1,1,0,1
"GRAMADO XAVIER",4309159,349348,6,1,0,3,3,0,0.758555938491132
"GRANDES RIOS",4108700,652278.78,4,1,0,4,4,0,0.452260611636025
"GRANJA",2304707,2325958.28,12,1,0,6,6,1,0.513881547350884
"GRANJEIRO",2304806,381986.58,2,1,0,1,1,0,1
"GRAO PARA",4206108,567572.63,8,1,0,6,5,0,0.401710702646109
"GRAVATAI",4309209,212663.9,7,1,0,4,4,0,0.479630064152872
"GRAVATAL",4206207,429000,1,1,0,1,1,0,1
"GROAIRAS",2304905,223908.51,2,1,0,2,2,0,0.85183376906934
"GROSSOS",2404408,42470.42,2,1,0,1,1,0,1
"GUABIJU",4309258,335979.99,3,1,0,1,1,0,1
"GUABIRUBA",4206306,303273.98,6,1,0,1,1,0,1
"GUACUI",3202306,952146.03,15,1,0,5,4,0,0.878541708565439
"GUADALUPE",2204501,195000,1,1,0,1,1,0,1
"GUAICARA",3517208,125649.5,1,1,0,1,1,0,1
"GUAIRA",3517406,339347.73,5,0.984409796994959,0.0155902030050415,4,3,0,0.689726817975178
"GUAIRA",4108809,2067649.51,39,1,0,14,6,1,0.685845334589613
"GUAJARA",1301654,438457.14,7,1,0,2,2,0,0.702349150934114
"GUAJARA-MIRIM",1100106,1002834.39,8,1,0,4,4,0,0.478643338108898
"GUAMARE",2404507,57410,5,0.801254136909946,0.198745863090054,4,1,0,0.801254136909946
"GUAMIRANGA",4108957,893988.61,26,1,0,8,8,0,0.272920703094864
"GUANAMBI",2911709,151651.47,1,1,0,1,1,0,1
"GUANHAES",3128006,437930,4,1,0,3,2,0,0.826616125864864
"GUAPIACU",3517505,143254,1,1,0,1,1,0,1
"GUAPIARA",3517604,1117563.99,23,1,0,6,6,0,0.337860859314195
"GUAPO",5209200,697483.03,8,0.369160279068008,0.630839720931992,4,3,0,0.630839720931992
"GUAPORE",4309407,2033647.2,17,1,0,5,5,0,0.304379245328295
"GUAPOREMA",4109104,230000,2,1,0,1,1,0,1
"GUARABIRA",2506301,688945.13,4,1,0,2,2,0,0.953784998814057
"GUARACAI",3517802,129822.34,2,1,0,2,1,0,0.985192533118722
"GUARACI",3517901,1356118.62,8,1,0,4,4,0,0.72650559137666
"GUARACI",4109203,599871.16,9,1,0,3,3,0,0.459419169276283
"GUARACIABA",3128204,1e+05,1,1,0,1,1,0,1
"GUARACIABA",4206405,680879.96,20,1,0,4,4,0,0.337651294656991
"GUARAITA",5209291,304500,2,1,0,2,2,0,0.655172413793103
"GUARAMIRIM",4206504,313564.86,4,1,0,4,4,0,0.759013621615636
"GUARANESIA",3128303,172766.97,1,1,0,1,1,0,1
"GUARANI D'OESTE",3518008,114599,3,1,0,3,3,0,0.684997251284915
"GUARANI DAS MISSOES",4309506,405694,37,1,0,12,11,0,0.250176241206427
"GUARANI DE GOIAS",5209408,291450,7,1,0,1,1,0,1
"GUARANIACU",4109302,1939309.68,25,1,0,14,14,0,0.21744850982232
"GUARANTA",3518107,242339.89,2,1,0,1,1,0,1
"GUARANTA DO NORTE",5104104,371020.13,8,1,0,4,4,0,0.665074560779222
"GUARAPUAVA",4109401,4651798.27,129,0.732876761227223,0.267123238772777,49,27,1,0.527852960829275
"GUARARA",3128501,504628.67,12,1,0,4,4,0,0.540853138605858
"GUARARAPES",3518206,316285.56,2,1,0,1,1,0,1
"GUARAREMA",3518305,1473120.4,9,1,0,2,2,1,0.752673040166982
"GUARATINGA",2911808,19755.82,1,1,0,1,1,0,1
"GUARATINGUETA",3518404,124306.13,6,1,0,3,3,0,0.537633421618065
"GUARDA-MOR",3128600,450790,3,1,0,3,3,0,0.561880254664034
"GUAREI",3518503,215000,4,1,0,1,1,0,1
"GUARIBA",3518602,1407898.61,18,1,0,7,7,0,0.545309232175462
"GUARINOS",5209457,131211.01,1,1,0,1,1,0,1
"GUARUJA",3518701,2913870.63,72,0.998137872030372,0.00186212796962781,27,15,1,0.534836953279563
"GUARUJA DO SUL",4206603,623664.48,8,1,0,4,4,0,0.418265731599786
"GUARULHOS",3518800,3654708.2,102,0.350763981649752,0.649236018350247,43,11,1,0.892515424350431
"GUATAMBU",4206652,232400.5,6,1,0,3,3,0,0.629841588120508
"GUATAPARA",3518859,366629.82,3,1,0,1,1,0,1
"GUAXUPE",3128709,201969.11,5,1,0,2,2,0,0.693323845413786
"GUIDOVAL",3128808,471201.32,4,1,0,3,3,0,0.457341672981731
"GUIMARANIA",3128907,348780,6,1,0,2,2,0,0.706892597052583
"GUIRATINGA",5104203,243668.68,2,1,0,1,1,0,1
"GUIRICEMA",3129004,139949,5,1,0,3,3,0,0.643091411871467
"GURINHATA",3129103,2226688.48,30,1,0,10,10,1,0.468273173084364
"GURINHEM",2506400,368601.73,4,1,0,1,1,0,1
"GURJAO",2506509,101000,2,1,0,1,1,0,1
"GURUPI",1709500,1296745.01,18,0.996144191833057,0.00385580816694255,8,7,0,0.443572171525071
"GUZOLANDIA",3518909,83601.79,1,1,0,1,1,0,1
"HARMONIA",4309555,964547.81,9,1,0,4,3,0,0.868365405339524
"HELIOPOLIS",2911857,477765.68,8,1,0,2,2,0,0.977185468826476
"HERCULANDIA",3519006,358573.6,6,1,0,3,3,0,0.469094601498828
"HERVAL",4307104,1318315.38,14,1,0,4,4,0,0.441913239303937
"HERVAL D'OESTE",4206702,95175.43,2,1,0,1,1,0,1
"HERVEIRAS",4309571,1469532.84,7,1,0,5,5,0,0.45864915819098
"HIDROLANDIA",2305209,761442.28,7,1,0,3,3,0,0.548939940661031
"HIDROLANDIA",5209705,671454.52,4,1,0,2,2,0,0.901029007891703
"HIDROLINA",5209804,604900,4,1,0,3,3,0,0.611506034055216
"HOLAMBRA",3519055,392525.63,5,1,0,4,3,0,0.48786623181778
"HONORIO SERPA",4109658,76900,2,1,0,2,2,0,0.668400520156047
"HORIZONTE",2305233,1979708.63,39,1,0,10,8,0,0.269890524243459
"HORIZONTINA",4309605,552737.21,14,0.646406635080711,0.35359336491929,4,4,0,0.422973152106043
"HORTOLANDIA",3519071,789273.34,21,0.919643808062743,0.0803561919372571,8,5,0,0.454433301902735
"HUGO NAPOLEAO",2204600,1471463.4,15,0.974118180581318,0.0258818194186821,5,5,0,0.331756284254165
"HULHA NEGRA",4309654,84863.01,5,1,0,2,1,0,0.959306180631585
"HUMAITA",1301704,762413.3,8,1,0,1,1,0,1
"HUMAITA",4309704,561516.07,5,1,0,3,3,0,0.391796444935227
"IACANGA",3519105,977201.15,10,1,0,3,3,0,0.536941652186963
"IACIARA",5209903,1395307.74,8,1,0,7,7,0,0.542532645880686
"IACRI",3519204,301491.64,5,1,0,3,3,0,0.450203660705153
"IACU",2911907,936653.75,8,1,0,4,4,0,0.513530213272514
"IAPU",3129301,279030.59,4,1,0,3,3,0,0.51786436748745
"IARAS",3519253,157910,3,1,0,1,1,0,1
"IBAITI",4109708,1111585.3,17,1,0,5,5,0,0.403027999740551
"IBARAMA",4309753,393556,13,1,0,7,7,0,0.5274471739727
"IBEMA",4109757,924972.86,15,1,0,9,9,0,0.530020805150975
"IBERTIOGA",3129400,238338,7,1,0,4,3,0,0.712433602698688
"IBIA",3129509,417538.3,5,1,0,3,3,0,0.427984690266737
"IBIACA",4309803,378377,12,1,0,7,7,0,0.397751448951707
"IBIAI",3129608,98590,3,1,0,2,2,0,0.885383913175778
"IBIAM",4206751,428500,2,1,0,2,2,0,0.744457409568261
"IBIAPINA",2305308,412831.03,24,1,0,4,4,0,0.46682534982896
"IBIARA",2506608,96453.12,2,0.95334521060594,0.04665478939406,2,1,0,0.95334521060594
"IBICARE",4206801,738498,9,1,0,6,6,0,0.568721919355232
"IBICOARA",2912202,62118,9,1,0,3,3,0,0.504813419620722
"IBICUI",2912301,397687.93,7,1,0,2,2,0,0.549072434760592
"IBIMIRIM",2606606,159321.53,4,1,0,1,1,0,1
"IBIPEBA",2912400,390736.61,11,1,0,8,7,0,0.272072304665795
"IBIPITANGA",2912509,10288.66,1,1,0,1,1,0,1
"IBIPORA",4109807,981498.7,17,1,0,6,5,0,0.428670481173332
"IBIRA",3519402,119800,2,1,0,1,1,0,1
"IBIRACI",3129707,290000,1,1,0,1,1,0,1
"IBIRACU",3202504,282000,1,1,0,1,1,0,1
"IBIRAIARAS",4309902,1144573.89,15,1,0,9,8,0,0.287006372301573
"IBIRAMA",4206900,2092959.2,12,1,0,7,7,0,0.477751716325861
"IBIRAPUITA",4309951,714785,5,1,0,3,3,0,0.682722776779031
"IBIRAREMA",3519501,797230.89,38,1,0,3,2,0,0.715100239028621
"IBIRITE",3129806,1141497.5,9,1,0,2,2,0,0.511919553043261
"IBIRUBA",4310009,1378166.43,38,1,0,5,5,0,0.42344815350059
"IBITIARA",2913002,122925,2,1,0,1,1,0,1
"IBITIRAMA",3202553,1169000,4,1,0,3,3,0,0.379811804961506
"IBITITA",2913101,2502036.27,11,1,0,1,1,1,1
"IBITIURA DE MINAS",3129905,131031.22,1,1,0,1,1,0,1
"IBITURUNA",3130002,68665.57,1,1,0,1,1,0,1
"IBIUNA",3519709,211961.04,1,1,0,1,1,0,1
"ICAPUI",2305357,52580,1,1,0,1,1,0,1
"ICARA",4207007,813589.73,9,1,0,7,6,0,0.519918067304021
"ICARAIMA",4109906,671896.15,11,1,0,2,2,0,0.781365021960611
"ICEM",3519808,222000,1,1,0,1,1,0,1
"ICHU",2913309,122248.64,3,1,0,1,1,0,1
"ICO",2305407,80145.99,2,1,0,2,2,0,0.612755422947549
"ICONHA",3202603,397000,1,1,0,1,1,0,1
"IELMO MARINHO",2404606,82965.43,3,1,0,2,2,0,0.877650245409443
"IGACI",2703106,652247.72,10,1,0,3,3,0,0.514407378840665
"IGAPORA",2913408,256715.12,7,1,0,3,3,0,0.525482254414933
"IGARACU DO TIETE",3520004,263000,1,1,0,1,1,0,1
"IGARACY",2502607,117906.43,3,1,0,2,2,0,0.743165745922423
"IGARAPAVA",3520103,760949.97,6,1,0,3,1,0,1
"IGARAPE",3130101,329001.86,3,1,0,3,2,0,0.691485452392275
"IGARAPE DO MEIO",2105153,246550,2,1,0,1,1,0,1
"IGARASSU",2606804,1044472.25,14,1,0,3,3,0,0.465921780114311
"IGARATA",3520202,159465,3,1,0,3,3,0,0.780735584611043
"IGARATINGA",3130200,412259.82,2,1,0,2,2,0,0.703439884100274
"IGRAPIUNA",2913457,208408.49,3,1,0,2,2,0,0.767723042377016
"IGREJA NOVA",2703205,250000,1,1,0,1,1,0,1
"IGREJINHA",4310108,1221020,16,1,0,5,5,0,0.286645591390804
"IGUABA GRANDE",3301876,299013.06,3,1,0,2,2,0,0.874543740664705
"IGUAI",2913507,316413.58,5,1,0,2,2,0,0.666885536328751
"IGUARACU",4110003,333012.61,6,1,0,3,3,0,0.693881081560245
"IGUATAMA",3130309,44279.11,1,1,0,1,1,0,1
"IGUATEMI",5004304,256854.76,3,1,0,2,2,0,0.542153705853067
"IGUATU",2305506,4887293.85,21,1,0,3,3,2,0.639780851319181
"IGUATU",4110052,286476.5,2,1,0,2,2,0,0.536169633460336
"IJUI",4310207,2129503.49,38,1,0,9,8,0,0.426795961719696
"ILHA DAS FLORES",2802700,661871.67,6,1,0,6,6,0,0.368685579184859
"ILHA SOLTEIRA",3520442,318325,4,1,0,4,3,0,0.603157150710752
"ILHEUS",2913606,23578.33,1,1,0,1,1,0,1
"ILHOTA",4207106,152420.02,3,1,0,2,2,0,0.918514510101757
"ILOPOLIS",4310306,1482835.63,25,1,0,4,4,0,0.65865564614198
"IMACULADA",2506707,44122.55,2,1,0,1,1,0,1
"IMARUI",4207205,706087.44,24,1,0,7,5,0,0.344858138249846
"IMBAU",4110078,260897.63,7,1,0,3,3,0,0.48869742511651
"IMBE",4310330,96591.68,3,1,0,1,1,0,1
"IMBE DE MINAS",3130556,123021.93,2,1,0,1,1,0,1
"IMBITUBA",4207304,123266.67,2,1,0,1,1,0,1
"IMBITUVA",4110102,962697.52,6,1,0,3,3,0,0.606885867951545
"IMBUIA",4207403,460352.97,5,1,0,2,2,0,0.561423487720737
"IMIGRANTE",4310363,660710.8,6,1,0,5,4,0,0.382920939085603
"INACIO MARTINS",4110201,306484,2,1,0,2,2,0,0.504737604573159
"INACIOLANDIA",5209937,36660.67,1,1,0,1,1,0,1
"INAJA",4110300,1e+05,3,1,0,1,1,0,1
"INDAIABIRA",3130655,100611.15,1,1,0,1,1,0,1
"INDAIAL",4207502,956007.16,18,0.955318953887333,0.0446810461126672,6,6,0,0.295761383209724
"INDAIATUBA",3520509,1347267.29,5,1,0,1,1,1,1
"INDEPENDENCIA",2305605,355368.15,2,1,0,1,1,0,1
"INDEPENDENCIA",4310405,355499.49,3,1,0,2,2,0,0.801688913815319
"INDIANOPOLIS",4110409,595096.69,7,1,0,3,3,0,0.430599992078598
"INDIAPORA",3520707,430561.25,10,0.989966584312917,0.0100334156870828,4,2,0,0.755389041628804
"INDIARA",5209952,154500,2,1,0,1,1,0,1
"INGAZEIRA",2607109,92295.96,2,1,0,1,1,0,1
"INHACORA",4310413,271164.97,8,1,0,1,1,0,1
"INHAPI",2703304,108333.67,1,1,0,1,1,0,1
"INHAPIM",3130903,1047914.15,6,1,0,3,3,0,0.480641844563317
"INHAUMA",3131000,447037.59,20,1,0,6,5,0,0.4317310318356
"INHUMAS",5210000,2026693.12,14,1,0,8,8,0,0.474333879418311
"INOCENCIA",5004403,769833.27,5,1,0,3,3,0,0.622170720161263
"INUBIA PAULISTA",3520806,137573.18,1,1,0,1,1,0,1
"IOMERE",4207577,367754.1,4,1,0,2,2,0,0.652609991295814
"IPABA",3131158,497788.39,8,1,0,3,3,0,0.649629413815778
"IPANEMA",3131208,131737.55,4,1,0,3,2,0,0.804630114952039
"IPANGUACU",2404705,135646.78,2,1,0,1,1,0,1
"IPATINGA",3131307,749039.12,57,1,0,16,12,0,0.392583540897036
"IPAUMIRIM",2305704,242705.08,3,1,0,1,1,0,1
"IPAUSSU",3520905,371404.74,3,1,0,2,2,0,0.506742994179342
"IPE",4310439,1043647.95,9,1,0,7,7,0,0.296076852352367
"IPECAETA",2913804,447631.02,7,1,0,3,3,0,0.623281201557479
"IPERO",3521002,581170,7,1,0,5,5,0,0.806476590326411
"IPEUNA",3521101,112302.77,1,1,0,1,1,0,1
"IPIAU",2913903,328004.97,5,1,0,1,1,0,1
"IPIGUA",3521150,76269,7,1,0,2,2,0,0.719820634858199
"IPIRA",2914000,650523.74,4,1,0,3,3,0,0.455632872060903
"IPIRA",4207601,832407.11,5,1,0,3,3,0,0.37518553872035
"IPIRANGA",4110508,298000,1,1,0,1,1,0,1
"IPIRANGA DO NORTE",5104526,782320.73,5,1,0,2,2,0,0.522803479846431
"IPIRANGA DO PIAUI",2204808,987699.44,11,0.979655977125997,0.020344022874003,6,5,0,0.518325028107741
"IPIRANGA DO SUL",4310462,1364000,5,1,0,4,4,0,0.293255131964809
"IPIXUNA DO PARA",1503457,1313236.95,2,1,0,2,2,0,0.509821780448684
"IPORA",4110607,1045370.29,17,1,0,2,2,0,0.897739584697782
"IPORA",5210208,1165009.05,14,1,0,6,6,0,0.326177723683777
"IPORA DO OESTE",4207650,226350,2,1,0,2,2,0,0.87696045946543
"IPORANGA",3521200,339951.9,8,1,0,3,3,0,0.567206007673439
"IPU",2305803,31902.59,1,1,0,1,1,0,1
"IPUA",3521309,22677.5,1,1,0,1,1,0,1
"IPUMIRIM",4207700,1160599.64,10,1,0,3,3,0,0.490866945297346
"IPUPIARA",2914109,1193451.96,4,1,0,3,3,0,0.796010255829652
"IRACEMA",1400282,874751.59,9,1,0,2,2,0,0.683910263026787
"IRACEMA",2306009,743660.78,4,1,0,3,3,0,0.525148213409883
"IRACEMA DO OESTE",4110656,649804.76,8,1,0,5,5,0,0.369171318474183
"IRACEMAPOLIS",3521408,872246.74,6,1,0,3,3,0,0.548837476881828
"IRACEMINHA",4207759,113600,2,1,0,2,2,0,0.559859154929577
"IRAI",4310504,2056395.86,33,1,0,13,11,0,0.345739983156745
"IRAI DE MINAS",3131604,511660.71,12,1,0,7,7,0,0.284314795247812
"IRAJUBA",2914208,271688.33,4,1,0,2,2,0,0.850748098013632
"IRAMAIA",2914307,58967.82,1,1,0,1,1,0,1
"IRANI",4207809,419572.5,12,1,0,9,8,0,0.309600843715925
"IRAPUA",3521507,161330,1,1,0,1,1,0,1
"IRAPURU",3521606,261027.79,3,1,0,2,2,0,0.570820447891774
"IRARA",2914505,125500,2,1,0,1,1,0,1
"IRATI",4110706,2112421.01,16,1,0,9,9,0,0.228071832139181
"IRAUCUBA",2306108,1467042.55,9,1,0,2,2,1,0.982448286861209
"IRECE",2914604,1374160.76,11,0.565698557714601,0.434301442285399,7,7,0,0.327472602259433
"IRETAMA",4110805,599333.39,7,1,0,4,4,0,0.533926534612063
"IRINEOPOLIS",4207908,536723.54,4,1,0,3,3,0,0.553171191261706
"IRITUIA",1503507,3162494.91,9,1,0,1,1,1,1
"ISRAELANDIA",5210307,253000,1,1,0,1,1,0,1
"ITA",4208005,967166.4,23,1,0,6,6,0,0.532276555513095
"ITAARA",4310538,368588.53,23,1,0,10,8,0,0.376226764300018
"ITABAIANA",2506905,4000,1,0,1,1,0,0,1
"ITABAIANA",2802908,966445.83,10,1,0,4,4,0,0.520256784593918
"ITABAIANINHA",2803005,459654.26,5,1,0,3,3,0,0.609153497239425
"ITABERA",3521705,466206.15,4,1,0,3,3,0,0.445610058983563
"ITABERABA",2914703,535910.6,7,1,0,1,1,0,1
"ITABERAI",5210406,1140776.76,21,1,0,8,6,0,0.438122529775238
"ITABIRINHA",3131802,427000,2,1,0,2,2,0,0.597189695550351
"ITABORAI",3301900,1711826.27,13,1,0,5,5,0,0.550911799011006
"ITABUNA",2914802,1041755.16,10,1,0,9,8,0,0.235180020610601
"ITACAJA",1710508,193864.02,4,1,0,1,1,0,1
"ITACAMBIRA",3132008,157000,1,1,0,1,1,0,1
"ITACARAMBI",3132107,205498.45,2,1,0,2,2,0,0.505929460781821
"ITACARE",2914901,12810,1,1,0,1,1,0,1
"ITACURUBI",4310553,266499,3,1,0,3,3,0,0.596625128049261
"ITAETE",2915007,322110.84,6,1,0,2,2,0,0.682583765265398
"ITAGI",2915106,84340.42,1,1,0,1,1,0,1
"ITAGUACU",3202702,257500,2,1,0,1,1,0,1
"ITAGUACU DA BAHIA",2915353,1157363.73,7,1,0,3,3,0,0.479599632865633
"ITAGUAJE",4110904,415050.49,12,1,0,4,3,0,0.460184976531409
"ITAGUARI",5210562,7520.72,1,1,0,1,0,0,1
