"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
4309803,4201208,4204756,4207106,4211454,4210001,4200309,"Agronômica SC","Ibiaçá RS","Antônio Carlos SC","Cunhataí SC"
4214409,5205059,4303400,4300455,4128708,4209904,4200408,"Água Doce SC","Rio das Antas SC","Castelândia GO","Caiçara RS"
3542909,3548609,5214408,4116950,3551900,3553104,4200507,"Águas de Chapecó SC","Ribeirão Bonito SP","São Bento do Sapucaí SP","Nazário GO"
3526001,4204400,4312476,3503000,3529500,3525854,4200556,"Águas Frias SC","Junqueirópolis SP","Coronel Freitas SC","Morro Reuter RS"
4308003,4305504,4306130,4213708,4218103,3514106,4200606,"Águas Mornas SC","Faxinal do Soturno RS","Ciríaco RS","Cruzaltense RS"
4315750,4307203,4316972,4306908,4311775,3154804,4200705,"Alfredo Wagner SC","Riozinho RS","Erval Grande RS","Santa Margarida do Sul RS"
4213153,4305801,4315149,4211009,4217808,4307500,4200754,"Alto Bela Vista SC","Planalto Alegre SC","Constantina RS","Presidente Lucena RS"
4112801,4118907,3304102,5204250,4204558,4126272,4200804,"Anchieta SC","Joaquim Távora PR","Pérola PR","Porciúncula RJ"
3500907,4107603,3148202,5205703,4125753,4310702,4200903,"Angelina SC","Altair SP","Faxinal PR","Patrocínio do Muriaé MG"
3165800,3123007,4307302,3161007,3115359,4315073,4201000,"Anita Garibaldi SC","Senador José Bento MG","Dores de Campos MG","Erval Seco RS"
3164308,4219358,4109302,3204559,3165602,3145109,4201109,"Anitápolis SC","São Roque de Minas MG","Vitor Meireles SC","Guaraniaçu PR"
4214607,4215109,4204756,4309803,4200309,4211504,4201208,"Antônio Carlos SC","Rio do Oeste SC","Rodeio SC","Cunhataí SC"
4206801,4321709,5108006,4209904,5205059,5100607,4201257,"Apiúna SC","Ibicaré SC","Três Coroas RS","Tapurah MT"
4217907,4201901,4300703,4218806,5213806,4215901,4201273,"Arabutã SC","Tangará SC","Aurora SC","Anta Gorda RS"
4311007,4110607,4120507,3547908,4202099,4304952,4201307,"Araquari SC","Jaguarão RS","Iporã PR","Primeiro de Maio PR"
3522604,4106407,4216206,3133808,3530300,4313904,4201406,"Araranguá SC","Itapira SP","Cornélio Procópio PR","São Francisco do Sul SC"
4208005,4217600,4218350,4217550,4218608,4219002,4201505,"Armazém SC","Itá SC","Siderópolis SC","Treviso SC"
4214003,4309100,4314001,4126355,3551603,4206405,4201604,"Arroio Trinta SC","Presidente Getúlio SC","Gramado RS","Paraí RS"
4205159,4202057,4311627,4207403,3536257,4102802,4201653,"Arvoredo SC","Doutor Pedrinho SC","Balneário Barra do Sul SC","Lindolfo Collor RS"
4218806,4300703,5212253,4212502,3105103,4216305,4201703,"Ascurra SC","Turvo SC","Anta Gorda RS","Lagoa Santa GO"
5215801,3527504,4208609,4210803,4117222,4204707,4201802,"Atalanta SC","Palmelo GO","Lucianópolis SP","Jaborá SC"
4217907,4211454,4310306,4201273,3114550,5005400,4201901,"Aurora SC","Tangará SC","Nova Itaberaba SC","Ilópolis RS"
4300554,5212600,4210555,4321451,3109006,4207700,4201950,"Balneário Arroio do Silva SC","Alto Alegre RS","Mairipotaba GO","Marema SC"
3548807,4209003,3500600,3556701,3144805,3501608,4202008,"Balneário Camboriú SC","São Caetano do Sul SP","Joaçaba SC","Águas de São Pedro SP"
4205159,4201653,4311627,4102802,3536257,4207403,4202057,"Balneário Barra do Sul SC","Doutor Pedrinho SC","Arvoredo SC","Lindolfo Collor RS"
3205069,3126000,4305454,4115408,3160405,4315909,4202073,"Balneário Gaivota SC","Venda Nova do Imigrante ES","Florestal MG","Cidreira RS"
3554201,1712009,3304607,3161700,3119609,4109906,4202081,"Bandeirante SC","Tejupá SP","Lajeado TO","Santa Maria Madalena RJ"
5215207,3547908,4304952,4320859,4120507,3143500,4202099,"Barra Bonita SC","Novo Brasil GO","Santo Antônio da Alegria SP","Caseiros RS"
3162104,4320701,3517109,4319505,3525102,4308706,4202107,"Barra Velha SC","São Gotardo MG","Sobradinho RS","Glicério SP"
3125002,3160504,3144359,3127602,2615706,3101631,4202131,"Bela Vista do Toldo SC","Ewbank da Câmara MG","Santo Antônio do Rio Abaixo MG","Naque MG"
4214151,3506904,3552700,4205001,3522000,4304101,4202156,"Belmonte SC","Princesa SC","Bofete SP","Tabatinga SP"
4314308,4323309,3133105,3527009,5212253,3533601,4202206,"Benedito Novo SC","Pejuçara RS","Vila Flores RS","Itanhandu MG"
3522703,3302254,5210208,5104807,4115705,3137205,4202305,"Biguaçu SC","Itápolis SP","Itatiaia RJ","Iporá GO"
3554102,4216602,3501608,3505708,4208203,3205200,4202404,"Blumenau SC","Taubaté SP","São José SC","Americana SP"
2506202,1200252,5007976,1600204,2800605,4203402,4202438,"Bocaina do Sul SC","Frei Martinho PB","Epitaciolândia AC","Taquarussu MS"
3521408,3502903,4204251,3539202,3540002,3539400,4202453,"Bombinhas SC","Iracemápolis SP","Araçoiaba da Serra SP","Cocal do Sul SC"
4301636,4303608,4207908,5107065,4306700,5002308,4202503,"Bom Jardim da Serra SC","Balneário Pinhal RS","Cambará do Sul RS","Irineópolis SC"
4109609,4306924,4306205,5108006,3530904,5210406,4202537,"Bom Jesus SC","Guaratuba PR","Engenho Velho RS","Cruzeiro do Sul RS"
4322202,3204609,4311205,5215306,5212105,4116059,4202578,"Bom Jesus do Oeste SC","Tupanciretã RS","Santa Teresa ES","Júlio de Castilhos RS"
3167400,3108404,4311981,4312617,3111101,3149507,4202602,"Bom Retiro SC","Silvianópolis MG","Botelhos MG","Mariana Pimentel RS"
3115003,5007695,4200606,4318440,3112604,4301701,4202701,"Botuverá SC","Cascalho Rico MG","São Gabriel do Oeste MS","Águas Mornas SC"
3500402,4218350,4210100,4217600,4212908,4210506,4202800,"Braço do Norte SC","Águas da Prata SP","Treviso SC","Mafra SC"
4209201,4218608,4217550,4210506,4215406,3554508,4202859,"Braço do Trombudo SC","Lacerdópolis SC","Trombudo Central SC","Serra Alta SC"
5106273,5200803,4310850,1600238,3129301,3158706,4202875,"Brunópolis SC","Novo Horizonte do Norte MT","Alvorada do Norte GO","Jaboticaba RS"
4214805,3525300,3539301,3132404,4208302,3528502,4202909,"Brusque SC","Rio do Sul SC","Jaú SP","Pirassununga SP"
4211306,3102605,3151503,4311304,3156908,5005400,4203006,"Caçador SC","Navegantes SC","Andradas MG","Piumhi MG"
4319109,4322301,4214706,4206603,3202504,3526407,4203105,"Caibi SC","São Martinho RS","Tuparendi RS","Rio dos Cedros SC"
2504355,1600154,2921104,2401305,2919306,3164100,4203154,"Calmon SC","Caturité PB","Pedra Branca do Amapari AP","Medeiros Neto BA"
3127107,3517505,4317608,5005400,5213806,4316105,4203204,"Camboriú SC","Frutal MG","Guapiaçu SP","Santo Antônio da Patrulha RS"
4309753,5218102,3113909,2414209,5106828,4126207,4203253,"Capão Alto SC","Ibarama RS","Portelândia GO","Carmo da Cachoeira MG"
5105200,3170750,3165305,3524204,4119657,3117900,4203303,"Campo Alegre SC","Juscimeira MT","Varjão de Minas MG","São Vicente de Minas MG"
4104451,5003488,1100346,1100015,4107157,1101203,4203402,"Campo Belo do Sul SC","Cantagalo PR","Dois Irmãos do Buriti MS","Alvorada D'Oeste RO"
4128500,3302056,4211850,4213401,4107603,4215687,4203501,"Campo Erê SC","Wenceslau Braz PR","Italva RJ","Ouro Verde SC"
3144102,3526001,3529708,3527009,4318903,3529500,4203600,"Campos Novos SC","Muzambinho MG","Junqueirópolis SP","Miguelópolis SP"
4311791,4312450,3157708,4313607,3161304,3151701,4203709,"Canelinha SC","Maratá RS","Morro Redondo RS","Santa Juliana MG"
4209409,3126109,3104205,3110608,3169356,3515202,4203808,"Canoinhas SC","Laguna SC","Formiga MG","Arcos MG"
4219705,4212809,3505203,4206009,4205704,4211702,4203907,"Capinzal SC","Xaxim SC","Balneário Piçarras SC","Bariri SP"
3532900,4122305,3515202,4207304,3533908,3534757,4203956,"Capivari de Baixo SC","Nova Europa SP","Rio Negro PR","Estrela D'Oeste SP"
4114500,3532009,4116950,3507100,5208905,3304003,4204004,"Catanduvas SC","Manoel Ribas PR","Morungaba SP","Nova Esperança do Sudoeste PR"
3131505,3161304,4203709,4311791,3120201,3110301,4204103,"Caxambu do Sul SC","Ipuiúna MG","São Francisco de Sales MG","Canelinha SC"
3541901,3553906,3526605,3548302,3517307,3525805,4204152,"Celso Ramos SC","Queluz SP","Tarabai SP","Lavrinhas SP"
4126678,3124005,3148806,3150109,4311130,3150406,4204178,"Cerro Negro SC","Tamarana PR","Ervália MG","Pedra do Anta MG"
4125902,3153400,5200050,4121356,4103909,4112751,4204194,"Chapadão do Lageado SC","São Pedro do Paraná PR","Presidente Olegário MG","Abadia de Goiás GO"
4208203,3151800,3545803,3507506,3507605,3505708,4204202,"Chapecó SC","Itajaí SC","Poços de Caldas MG","Santa Bárbara D'Oeste SP"
3540002,3539202,4202453,3521408,3502903,3524808,4204251,"Cocal do Sul SC","Pompéia SP","Pirapozinho SP","Bombinhas SC"
3549102,3515509,4218707,3505302,3527108,3504008,4204301,"Concórdia SC","São João da Boa Vista SP","Fernandópolis SP","Tubarão SC"
3540804,4305702,3554706,4209508,4107801,4314035,4204350,"Cordilheira Alta SC","Potirendaba SP","Condor RS","Torrinha SP"
4312476,4320701,4200556,4302402,3526001,3144102,4204400,"Coronel Freitas SC","Morro Reuter RS","Sobradinho RS","Águas Frias SC"
3131406,3515194,5221502,3501103,3301207,5221551,4204459,"Coronel Martins SC","Ipiaçu MG","Espírito Santo do Turvo SP","Turvânia GO"
4213005,3554805,4215406,4219002,4207502,4210035,4204509,"Corupá SC","Pinheiro Preto SC","Tremembé SP","Salto Veloso SC"
4215653,4112801,4118907,4126272,3304102,5213707,4204558,"Correia Pinto SC","Santa Rosa do Sul SC","Joaquim Távora PR","Pérola PR"
3502804,3520509,3513009,4314100,4316907,3543907,4204608,"Criciúma SC","Araçatuba SP","Indaiatuba SP","Cotia SP"
4118451,4210803,4215307,4216909,3552304,4201802,4204707,"Cunha Porã SC","Pato Bragado PR","Meleiro SC","Salete SC"
4215109,4201208,4214607,4200309,4309803,4211504,4204756,"Cunhataí SC","Rodeio SC","Antônio Carlos SC","Rio do Oeste SC"
5006200,5210000,4306767,5004700,5210901,3152105,4204806,"Curitibanos SC","Nova Andradina MS","Inhumas GO","Eldorado do Sul RS"
4320651,5212600,4107801,4308706,4319505,4202107,4204905,"Descanso SC","Silveira Martins RS","Mairipotaba GO","Floraí PR"
3506904,3552700,4214151,3304151,3301108,4202156,4205001,"Dionísio Cerqueira SC","Bofete SP","Tabatinga SP","Princesa SC"
4214102,4219606,4303558,4217907,4210555,4300554,4205100,"Dona Emma SC","Presidente Nereu SC","Xavantina SC","Camargo RS"
4201653,4202057,4311627,4207403,4102802,3536257,4205159,"Doutor Pedrinho SC","Arvoredo SC","Balneário Barra do Sul SC","Lindolfo Collor RS"
3204302,3203304,3306156,3203163,2403608,4212270,4205175,"Entre Rios SC","Presidente Kennedy ES","Mantenópolis ES","Varre-Sai RJ"
3538204,3544608,3545704,3303104,3502606,4127205,4205191,"Ermo SC","Pinhalzinho SP","Sabino SP","Santa Albertina SP"
4316105,3517505,4314787,4201901,3111804,3133402,4205209,"Erval Velho SC","Ronda Alta RS","Guapiaçu SP","Ponte Preta RS"
3502002,3515608,3507803,3550407,4320602,3531209,4205308,"Faxinal dos Guedes SC","Analândia SP","Fernando Prestes SP","Brodowski SP"
4217154,4212700,4104501,1100189,4219200,3532009,4205357,"Flor do Sertão SC","São Miguel da Boa Vista SC","Petrolândia SC","Capanema PR"
3548500,3205309,3525904,3303302,4115200,3205200,4205407,"Florianópolis SC","Santos SP","Vitória ES","Jundiaí SP"
4312443,3115003,4102802,4306130,5005004,4313656,4205431,"Formosa do Sul SC","Morrinhos do Sul RS","Cascalho Rico MG","Bela Vista do Paraíso PR"
3203130,4321451,3502002,4201950,3107406,3512407,4205456,"Forquilhinha SC","João Neiva ES","Teutônia RS","Analândia SP"
4102000,3531803,3101508,3556404,3533809,3101904,4205506,"Fraiburgo SC","Assis Chateaubriand PR","Monte Mor SP","Além Paraíba MG"
3549607,5204557,3115201,3552007,1707108,5214861,4205555,"Frei Rogério SC","São José do Barreiro SP","Caldazinha GO","Conceição da Barra de Minas MG"
5107206,3551108,4304101,4119400,3553104,5222005,4205605,"Galvão SC","Rio Branco MT","Sarapuí SP","Campos Borges RS"
3530102,3505203,4219705,4212809,4203907,3507803,4205704,"Garopaba SC","Mirandópolis SP","Bariri SP","Xaxim SC"
4115606,5100201,4101903,4127957,4121406,3505609,4205803,"Garuva SC","Matelândia PR","Água Boa MT","Assaí PR"
4307609,4213500,4206504,4212601,4210902,4211801,4205902,"Gaspar SC","Estância Velha RS","Porto Belo SC","Guaramirim SC"
4203907,4219705,3533601,4212502,3505203,5212253,4206009,"Governador Celso Ramos SC","Capinzal SC","Xaxim SC","Nuporanga SP"
4206900,4319356,4316501,4313334,4124509,4318440,4206108,"Grão Pará SC","Ibirama SC","São Pedro da Serra RS","Salvador do Sul RS"
3110608,4208450,4315149,3104205,4305801,4200754,4206207,"Gravatal SC","Cambuí MG","Itapoá SC","Presidente Lucena RS"
4211702,4206405,4208500,4214003,4217808,4203907,4206306,"Guabiruba SC","Orleans SC","Guaraciaba SC","Ituporanga SC"
4206306,4211702,4208500,4214003,4209854,4203907,4206405,"Guaraciaba SC","Guabiruba SC","Orleans SC","Ituporanga SC"
4307609,4208500,4211504,4213500,4214300,4210902,4206504,"Guaramirim SC","Estância Velha RS","Ituporanga SC","Nova Trento SC"
4322301,3521903,4101903,4203105,3526407,4319109,4206603,"Guarujá do Sul SC","Tuparendi RS","Itajobi SP","Assaí PR"
4114104,3537008,3533254,3517703,4103503,5105606,4206652,"Guatambú SC","Mandaguaçu PR","Pedregulho SP","Novais SP"
3513108,3515608,4117107,3513702,3550407,3507803,4206702,"Herval D'Oeste SC","Cravinhos SP","Fernando Prestes SP","Nova Londrina PR"
3516804,4214706,3523602,5219308,5209101,4118808,4206751,"Ibiam SC","Gastão Vidigal SP","Rio dos Cedros SC","Itirapina SP"
4201257,4321709,5108006,4209904,5205059,4128708,4206801,"Ibicaré SC","Apiúna SC","Três Coroas RS","Tapurah MT"
4206108,4319356,4207700,4323804,3538600,4313334,4206900,"Ibirama SC","Grão Pará SC","São Pedro da Serra RS","Ipumirim SC"
5218508,4318002,3556404,4202107,4303004,3525102,4207007,"Içara SC","Quirinópolis GO","São Borja RS","Vargem Grande do Sul SP"
4300570,4211454,3168804,4311304,4218400,5005400,4207106,"Ilhota SC","Alto Feliz RS","Nova Itaberaba SC","Tiradentes MG"
3117702,5006903,3138500,5107180,3154309,5004908,4207205,"Imaruí SC","Conceição do Rio Verde MG","Porto Murtinho MS","Liberdade MG"
4211603,3547601,4122305,3549706,3513702,4203956,4207304,"Imbituba SC","Nova Veneza SC","Santa Rosa de Viterbo SP","Rio Negro PR"
4311627,4205159,4201653,4312443,4102802,4202057,4207403,"Imbuia SC","Lindolfo Collor RS","Doutor Pedrinho SC","Arvoredo SC"
3501905,4204509,3554805,3534302,4317202,4215802,4207502,"Indaial SC","Amparo SP","Corupá SC","Tremembé SP"
4213609,3500402,4212908,4215703,4202800,4210506,4207577,"Iomerê SC","Porto União SC","Águas da Prata SP","Pinhalzinho SC"
3512308,4309704,3538105,4120002,5219001,3506300,4207601,"Ipira SC","Conchas SP","Humaitá RS","Pindorama SP"
4305207,3521101,3520400,4314423,3538808,3500550,4207650,"Iporã do Oeste SC","Cerro Largo RS","Ipeúna SP","Ilhabela SP"
4100301,3301603,4313425,1100254,4109906,4307450,4207684,"Ipuaçu SC","Agudos do Sul PR","Duas Barras RJ","Novo Machado RS"
4319356,4323804,5107768,4206900,4322541,4320651,4207700,"Ipumirim SC","São Pedro da Serra RS","Xangri-Lá RS","Santa Rita do Trivelato MT"
3162203,4128658,4309001,5200555,3142403,3534906,4207759,"Iraceminha SC","São João Batista do Glória MG","Virmond PR","Giruá RS"
3514601,3528106,4122701,3519105,4321469,5221304,4207809,"Irani SC","Dumont SP","Macaubal SP","Sabáudia PR"
4127304,4212205,5216304,4304952,4208104,3138625,4207858,"Irati SC","Terra Rica PR","Papanduva SC","Paranaiguara GO"
5002308,3120706,3115102,3548005,4306700,4301636,4207908,"Irineópolis SC","Brasilândia MS","Cruzeiro da Fortaleza MG","Cássia MG"
4217600,4201505,4217550,4219002,4218608,3511300,4208005,"Itá SC","Siderópolis SC","Armazém SC","Serra Alta SC"
4127304,5216304,4311007,3200300,4306007,4212205,4208104,"Itaiópolis SC","Terra Rica PR","Paranaiguara GO","Jaguarão RS"
4204202,4216602,3151800,3518404,3505500,3501608,4208203,"Itajaí SC","Chapecó SC","São José SC","Poços de Caldas MG"
4217204,3539301,4210035,3515186,3554805,4214805,4208302,"Itapema SC","São Miguel do Oeste SC","Pirassununga SP","Luzerna SC"
4323200,3555109,5205406,4304903,4312955,3547205,4208401,"Itapiranga SC","Victor Graeff RS","Tupi Paulista SP","Ceres GO"
4306304,3511300,4218004,4206207,4115358,3163706,4208450,"Itapoá SC","David Canabarro RS","Cedral SP","Tijucas SC"
4314753,4206306,4206405,3114550,4206504,4211702,4208500,"Ituporanga SC","Poço das Antas RS","Guabiruba SC","Guaraciaba SC"
4214508,4105904,5215801,4201802,5104526,3527504,4208609,"Jaborá SC","Rio do Campo SC","Colorado PR","Palmelo GO"
3533254,5222005,3535606,5107107,3532702,3553104,4208708,"Jacinto Machado SC","Novais SP","Vianópolis GO","Paraibuna SP"
4121406,4116901,5103502,3138807,5215900,4104600,4208807,"Jaguaruna SC","Realeza PR","Nova Esperança PR","Diamantino MT"
3507506,3543907,4218707,3549102,3548906,3541406,4208906,"Jaraguá do Sul SC","Botucatu SP","Rio Claro SP","Tubarão SC"
3112802,4218855,4128807,3301108,4214151,4205001,4208955,"Jardinópolis SC","Capitólio MG","União do Oeste SC","Xambrê PR"
3556701,4217204,4202008,3539301,4214805,3520442,4209003,"Joaçaba SC","Vinhedo SP","São Miguel do Oeste SC","Balneário Camboriú SC"
3170206,3205200,3549904,3525904,4305108,3547809,4209102,"Joinville SC","Uberlândia MG","Vila Velha ES","São José dos Campos SP"
3124807,5000856,5201603,3130606,3119807,3161809,4209151,"José Boiteux SC","Estrela do Sul MG","Angélica MS","Araçu GO"
5206909,3125200,3140803,4303301,3169604,4212304,4209177,"Jupiá SC","Davinópolis GO","Fama MG","Matias Barbosa MG"
4202859,4210506,4212908,4218608,4217550,4217600,4209201,"Lacerdópolis SC","Braço do Trombudo SC","Maravilha SC","Pinhalzinho SC"
3152501,3151800,3507605,3170701,3148004,4127700,4209300,"Lages SC","Pouso Alegre MG","Poços de Caldas MG","Bragança Paulista SP"
4203808,3104205,3110608,3126109,3140001,3169356,4209409,"Laguna SC","Canoinhas SC","Arcos MG","Cambuí MG"
4217402,4301008,4321907,4210407,3133758,3502903,4209458,"Lajeado Grande SC","Schroeder SC","Arroio do Meio RS","Três Passos RS"
4107801,4204350,3540804,4314035,4305702,3554706,4209508,"Laurentino SC","Floraí PR","Cordilheira Alta SC","Potirendaba SP"
3509304,3556800,3511706,3527603,3511409,3532801,4209607,"Lauro Muller SC","Cajobi SP","Viradouro SP","Charqueada SP"
3162609,3113800,4322376,1303536,3202801,2607604,4209706,"Lebon Régis SC","São João do Oriente MG","Carmésia MG","Unistalda RS"
5103700,4122008,5102702,4312625,4312252,4320552,4209805,"Leoberto Leal SC","Feliz Natal MT","Rio Azul PR","Canarana MT"
4210555,4218806,4300703,4201703,4216305,4212502,4209854,"Lindóia do Sul SC","Marema SC","Turvo SC","Anta Gorda RS"
4128708,4214409,4200408,5205059,4206801,4201257,4209904,"Lontras SC","Vitorino PR","Rio das Antas SC","Água Doce SC"
4315453,4310306,4211454,4214102,4201901,4217907,4210001,"Luiz Alves SC","Relvado RS","Ilópolis RS","Nova Itaberaba SC"
4215406,4204509,3515186,3554805,4208302,4209201,4210035,"Luzerna SC","Salto Veloso SC","Corupá SC","Espírito Santo do Pinhal SP"
5103106,4303202,3305158,3160900,4318622,4211892,4210050,"Macieira SC","Cocalinho MT","Cacique Doble RS","São José do Vale do Rio Preto RJ"
4202800,4218350,3550704,3549706,3533908,3138203,4210100,"Mafra SC","Braço do Norte SC","Treviso SC","São Sebastião SP"
4318408,4214409,5103700,4209904,4200408,4218905,4210209,"Major Gercino SC","São Jerônimo RS","Rio das Antas SC","Feliz Natal MT"
5204904,5209606,3512605,5220009,5103437,4112900,4210308,"Major Vieira SC","Campos Belos GO","Heitoraí GO","Coronel Macedo SP"
4301008,3528007,4209458,3133758,4321907,4217402,4210407,"Maracajá SC","Arroio do Meio RS","Macatuba SP","Lajeado Grande SC"
4212908,4215703,4209201,3500402,3554508,3534302,4210506,"Maravilha SC","Pinhalzinho SC","Santo Amaro da Imperatriz SC","Lacerdópolis SC"
4209854,4201950,4300554,4218806,4300703,4201703,4210555,"Marema SC","Lindóia do Sul SC","Balneário Arroio do Silva SC","Alto Alegre RS"
3525706,3547601,4211603,4213005,4301008,3133758,4210605,"Massaranduba SC","José Bonifácio SP","Santa Rosa de Viterbo SP","Nova Veneza SC"
3201159,3149002,3137908,5215256,3165560,3164431,4210704,"Matos Costa SC","Brejetuba ES","Pedra Dourada MG","Lamim MG"
4106308,4204707,4201802,3527504,3300258,3513207,4210803,"Meleiro SC","Corbélia PR","Cunha Porã SC","Atalanta SC"
3516606,5103957,4117453,4112959,3553005,5108857,4210852,"Mirim Doce SC","Gália SP","Glória D'Oeste MT","Ouro Verde do Oeste PR"
4219853,4213500,4212601,4307609,4217808,4307500,4210902,"Modelo SC","Zortéa SC","Porto Belo SC","Peritiba SC"
4213153,4305355,4219705,4206009,3530102,4200754,4211009,"Mondaí SC","Planalto Alegre SC","Charqueadas RS","Xaxim SC"
1101476,3150604,4114351,5107701,5007554,1506161,4211058,"Monte Carlo SC","Primavera de Rondônia RO","Piracema MG","Manfrinópolis PR"
4108551,4101655,3130002,3159902,3171808,3205150,4211108,"Monte Castelo SC","Godoy Moreira PR","Arapuã PR","Ibituruna MG"
4300471,3525201,3552601,3507704,3302908,4120804,4211207,"Morro da Fumaça SC","Almirante Tamandaré do Sul RS","Jarinu SP","Tabapuã SP"
3152808,4314076,4321626,3168101,4308078,4302659,4211256,"Morro Grande SC","Prata MG","Passo do Sobrado RS","Travesseiro RS"
4203006,3102605,3151503,3156908,3127107,5005400,4211306,"Navegantes SC","Caçador SC","Andradas MG","Piumhi MG"
4313086,4307864,4319000,4319711,4307807,4306809,4211405,"Nova Erechim SC","Nova Pádua RS","Fagundes Varela RS","São Marcos RS"
4201901,4207106,3114550,4210001,5005400,4217907,4211454,"Nova Itaberaba SC","Aurora SC","Ilhota SC","Carneirinho MG"
3168804,4214300,4206504,4214607,4304853,4215109,4211504,"Nova Trento SC","Tiradentes MG","Rancho Queimado SC","Guaramirim SC"
3547601,4207304,4210605,4306304,3511300,3537107,4211603,"Nova Veneza SC","Santa Rosa de Viterbo SP","Imbituba SC","Massaranduba SC"
5207501,3123502,3128303,4301206,3116605,4302220,4211652,"Novo Horizonte SC","Estrela do Norte GO","Douradoquara MG","Guaranésia MG"
4206306,4203907,4206405,4212809,4216255,4219705,4211702,"Orleans SC","Guabiruba SC","Capinzal SC","Guaraciaba SC"
3514700,3546256,3503406,4103453,3546009,4128203,4211751,"Otacílio Costa SC","Echaporã SP","Santa Cruz da Esperança SP","Arealva SP"
4213203,4212601,4313201,3547502,4218608,4202859,4211801,"Ouro SC","Pomerode SC","Peritiba SC","Nova Petrópolis RS"
4213401,4103479,4126900,3302056,3526308,4203501,4211850,"Ouro Verde SC","Ponte Serrada SC","Cafezal do Sul PR","Tapira PR"
4318465,5221007,4118600,4128658,3142403,4207759,4211876,"Paial SC","São José do Herval RS","Taquaral de Goiás GO","Paula Freitas PR"
4216057,3305901,4305900,4210050,3305158,4321832,4211892,"Painel SC","São Cristovão do Sul SC","Trajano de Moraes RJ","Coronel Bicaco RS"
4303103,3551702,4118204,3148004,3302700,4104204,4211900,"Palhoça SC","Cachoeirinha RS","Sertãozinho SP","Paranaguá PR"
4112801,4204558,4119608,4215653,5213707,5206404,4212007,"Palma Sola SC","Joaquim Távora PR","Correia Pinto SC","Pitanga PR"
4314555,3116704,4302600,2916104,3158706,4308656,4212056,"Palmeira SC","Pirapó RS","Coimbra MG","Braga RS"
4312757,4317806,5107875,4305959,4121604,4323507,4212106,"Palmitos SC","Nova Alvorada RS","Santo Augusto RS","Sapezal MT"
3140704,4207858,4208104,5209952,4304952,4320859,4212205,"Papanduva SC","Mateus Leme MG","Irati SC","Itaiópolis SC"
3145000,3120706,5100607,4207908,4306700,5002308,4212239,"Paraíso SC","Nova Ponte MG","Cruzeiro da Fortaleza MG","Alto Taquari MT"
3169208,3554953,4320206,3125200,3155801,4312179,4212254,"Passo de Torres SC","Tombos MG","Tuiuti SP","Seberi RS"
3119005,4315552,3156452,1100908,5107800,5102793,4212270,"Passos Maia SC","Cordislândia MG","Rio dos Índios RS","Rosário da Limeira MG"
5206909,3169604,4209177,4312179,3125200,3138609,4212304,"Paulo Lopes SC","Davinópolis GO","Tupaciguara MG","Jupiá SC"
3146503,3151404,3103801,4322004,3118205,4314779,4212403,"Pedras Grandes SC","Pains MG","Pitangui MG","Arapuá MG"
4216305,3105103,4201703,4218806,5212253,4300703,4212502,"Penha SC","São João Batista SC","Bambuí MG","Ascurra SC"
4219853,4211801,4217808,4210902,4213500,4216255,4212601,"Peritiba SC","Zortéa SC","Ouro SC","Taió SC"
4217154,3532009,1100189,5106190,4114500,4204004,4212700,"Petrolândia SC","São Miguel da Boa Vista SC","Morungaba SP","Pimenta Bueno RO"
4205704,4203907,4218004,4219705,3163706,3533502,4212809,"Balneário Piçarras SC","Garopaba SC","Capinzal SC","Tijucas SC"
4210506,3500402,4215703,4209201,4213609,4202800,4212908,"Pinhalzinho SC","Maravilha SC","Águas da Prata SP","Santo Amaro da Imperatriz SC"
3133758,4210605,4204509,3539400,3525706,4210407,4213005,"Pinheiro Preto SC","Itaú de Minas MG","Massaranduba SC","Corupá SC"
4218756,3553203,3553658,3532504,3502507,3556602,4213104,"Piratuba SC","Tunápolis SC","Taiúva SP","Taquaral SP"
4200754,4211009,4305801,4315149,5217401,3128709,4213153,"Planalto Alegre SC","Alto Bela Vista SC","Mondaí SC","Constantina RS"
4313201,4211801,3547502,3554508,4215406,4202859,4213203,"Pomerode SC","Nova Petrópolis RS","Ouro SC","Santa Rita do Passa Quatro SP"
1706100,4103057,3122405,4116109,4108957,5100805,4213302,"Ponte Alta SC","Cristalândia TO","Boa Vista da Aparecida PR","Divisa Nova MG"
4112900,4302501,1707652,5216908,5212006,5219357,4213351,"Ponte Alta do Norte SC","Jundiaí do Sul PR","Bossoroca RS","Figueirópolis TO"
4103479,4211850,4126900,3304805,3526308,3302056,4213401,"Ponte Serrada SC","Cafezal do Sul PR","Ouro Verde SC","Tapira PR"
4210902,4219853,4307609,4217808,4307500,4212601,4213500,"Porto Belo SC","Modelo SC","Zortéa SC","Estância Velha RS"
4215703,4212908,3500402,4210506,4202800,4207577,4213609,"Porto União SC","Santo Amaro da Imperatriz SC","Pinhalzinho SC","Águas da Prata SP"
4305504,4308003,3133402,4218103,4313656,4200606,4213708,"Pouso Redondo SC","Ciríaco RS","Faxinal do Soturno RS","Itapagipe MG"
3137106,4118105,4103305,4121109,3535804,3543808,4213807,"Praia Grande SC","Lagamar MG","Paranacity PR","Borrazópolis PR"
4204756,4217501,4201604,3546207,4215109,4214607,4213906,"Presidente Castello Branco SC","Cunhataí SC","Seara SC","Arroio Trinta SC"
